location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,11.735460368194477
02,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
04,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,10.026563772228013
05,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
06,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,19.04178000329717
08,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
09,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
10,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
11,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
12,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,33.47382234297013
13,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
15,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
16,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
17,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
18,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,2.9380437530458416
19,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
20,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
21,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
22,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,8.799720132307804
23,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
24,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
25,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
26,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.04586471611904614
27,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
28,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
29,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
30,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,4.047954787514652
31,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
32,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.3952094435868977
33,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,2.300166861333188
34,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,15.528164104747404
35,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
36,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,11.908760555931435
37,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,14.18386477506748
38,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
39,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
40,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
41,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
42,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,11.379394475184034
44,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
45,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,1.366218377659056
46,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.3773481422384506
47,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,16.306499513499027
48,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,17.477418377153388
49,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
50,2026-06-06,0,2026-06-06,wk inc covid hosp,quantile,0.01,0.0
