location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,27.143649913320676
02,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,1.614545109327156
04,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,18.54093095603368
05,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,4.0453036078848505
06,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,78.23899702468547
08,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,14.767055745242704
09,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,9.926727541419984
10,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,1.5631848256019436
11,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,0.3887519710252514
12,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,98.32858336682558
13,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,13.374761886745759
15,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,13.407950007058357
16,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,4.981848499258683
17,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,33.414824025111606
18,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,10.905486268139223
19,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,7.080992350078138
20,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,1.5964696264413485
21,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,9.653534522706067
22,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,28.38922692066884
23,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,0.0
24,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,11.858357942550766
25,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,22.564113422095314
26,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,72.95547729122677
27,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,11.22833421146789
28,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,10.417702554918158
29,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,2.2310826814234805
30,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,2.2905344746048746
31,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,7.051941345230054
32,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,4.290227476910183
33,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,0.0
34,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,28.146852535673958
35,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,3.898256450849538
36,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,75.90789534372493
37,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,34.2471265334519
38,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,2.9510608498170994
39,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,26.747612349065832
40,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,6.234610091312241
41,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,9.264794959886036
42,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,47.728016805796855
44,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,3.9984105053141272
45,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,8.40561036271181
46,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,0.0
47,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,12.09246809883174
48,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,69.62513442950376
49,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,3.7131782607591193
50,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,0.6445912267392662
51,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,6.159857379368598
53,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,16.704783322151744
54,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,2.152935309742877
55,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,16.980810215007512
56,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,1.959336800680171
72,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,15.006792546101622
US,2025-05-24,0,2025-05-24,wk inc covid hosp,quantile,0.01,937.9737189596483
01,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,23.269856638330744
02,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,1.313767160442057
04,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,16.243015951562313
05,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,2.4118172324196707
06,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,59.06753445172283
08,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,12.852155720885584
09,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,7.06470523231592
10,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,1.248786054346943
11,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,0.007068767078700398
12,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,81.1510798440737
13,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,8.391172613020881
15,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,12.053016908484715
16,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,3.939767583433169
17,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,29.682411066667196
18,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,8.124370107057262
19,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,5.798816298912516
20,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,0.12228340493709346
21,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,7.800219518801887
22,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,23.27536020264778
23,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,0.0
24,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,8.691701342389424
25,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,17.124669452510854
26,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,62.8251337533681
27,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,9.095951778278636
28,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,8.800623847832421
29,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,0.0
30,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,1.915928759405842
31,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,6.296660055517228
32,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,2.7600823343208742
33,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,0.0
34,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,18.61044400836987
35,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,3.0416303339042376
36,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,59.919887058712256
37,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,27.13790350733047
38,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,2.7002603383508803
39,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,19.987616677407154
40,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,3.9982202953099972
41,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,7.27842508541512
42,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,39.50373633242622
44,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,3.2747623418599594
45,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,5.232459283962235
46,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,0.0
47,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,9.30150908660241
48,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,55.006312893042995
49,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,2.658247113971299
50,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,0.42637029169884527
51,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,2.7798500533838153
53,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,13.194401791513599
54,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,1.3124832986318795
55,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,13.75188949718728
56,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,1.8813029192492279
72,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,11.906971844952347
US,2025-05-24,1,2025-05-31,wk inc covid hosp,quantile,0.01,739.8511894323152
01,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,21.061339587582676
02,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,1.184799825429956
04,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,14.464052648456487
05,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,1.5968904155249235
06,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,56.32647313116771
08,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,12.414222568889256
09,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,5.889879975664303
10,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,1.013888450627766
11,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.0
12,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,72.21693101093211
13,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,6.3897276578151745
15,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,11.589564618460562
16,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,3.3446613575191826
17,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,28.650470781006018
18,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,7.659129886864228
19,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,5.571214660792693
20,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.0
21,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,7.475513646177657
22,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,21.179026810307313
23,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.0
24,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,8.284170402914512
25,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,14.777850480190466
26,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,57.776079993919346
27,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,8.708149603100631
28,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,7.782580153741556
29,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.0
30,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,1.3691559909679343
31,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,6.121617546714099
32,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,1.9215949174855298
33,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.0
34,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,16.007880903955225
35,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,2.6009351819351405
36,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,51.96787833111673
37,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,23.572941119034798
38,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,2.5448731241301332
39,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,16.1526043364065
40,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,2.437204738323871
41,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,6.585957563923242
42,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,34.616766908252664
44,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,2.8509077854967178
45,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,3.78940888582926
46,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.0
47,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,8.843547015500217
48,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,52.909169953613784
49,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,2.4366736050958857
50,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.3890048518263342
51,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.7989625498250196
53,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,11.146634316253405
54,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,0.7992033301429255
55,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,11.35224719199272
56,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,1.8044508398629986
72,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,8.345640277820209
US,2025-05-24,2,2025-06-07,wk inc covid hosp,quantile,0.01,672.7370710416787
01,2025-05-24,3,2025-06-14,wk inc covid hosp,quantile,0.01,20.18385486429496
02,2025-05-24,3,2025-06-14,wk inc covid hosp,quantile,0.01,0.9765985581966383
04,2025-05-24,3,2025-06-14,wk inc covid hosp,quantile,0.01,11.226078008392658
05,2025-05-24,3,2025-06-14,wk inc covid hosp,quantile,0.01,1.2734890199549869
