location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,25.77075614412521
02,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,0.16966951722731374
04,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,358.150877547954
05,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,14.63063387544178
06,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,150.17398567999103
08,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,47.93091729539143
09,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,16.61284158963243
10,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,8.475001832877377
11,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,1.5479588520233736
12,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,49.477576119090386
13,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,13.22304428702878
15,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,3.996972767891424
16,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,1.6555354416971395
17,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,97.21644492875983
18,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,41.074522408287464
19,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,10.201716944841094
20,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,13.816261919711565
21,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,21.723419728675033
22,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,15.039295665121585
23,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,6.398480312341552
24,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,18.75820765676782
25,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,164.61619037929748
26,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,193.96379225983264
27,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,60.60021796274689
28,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,5.812619232543391
29,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,47.43306483534149
30,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,4.667126553623848
31,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,11.306976961822256
32,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,18.51029666642878
33,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,13.630310181800853
34,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,70.91806982333206
35,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,48.370944453252406
36,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,114.70572734360552
37,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,32.13143631732053
38,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,4.6804379759551455
39,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,99.31648147541729
40,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,32.74281252063242
41,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,8.094827590393683
42,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,232.11287123919917
44,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,5.827375662750783
45,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,14.158730839174021
46,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,4.80652767205695
47,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,43.10946361784362
48,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,64.21976200724612
49,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,14.434274701445222
50,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,3.048545248342602
51,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,19.52136346317679
53,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,19.562813775976206
54,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,64.04297001223027
55,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,44.85744294172451
56,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,18.274023383140463
72,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,34.95344634507933
US,2024-12-07,0,2024-12-07,wk inc flu hosp,quantile,0.01,2286.7256322026356
01,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,23.08680187037609
02,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,0.058206541719283134
04,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,337.4494950492571
05,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,12.994957019142054
06,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,129.0000819095452
08,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,44.07160168669578
09,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,15.62547803827453
10,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,7.912273151619574
11,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,1.342144978103231
12,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,41.492807752569334
13,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,11.419955758988081
15,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,3.311636190970419
16,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,1.1046252207825886
17,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,88.54007853208539
18,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,37.00925109333559
19,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,8.79092978648611
20,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,12.251494014338776
21,2024-12-07,1,2024-12-14,wk inc flu hosp,quantile,0.01,19.42821073103321
