location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,102.69474486219572
02,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,1.2005322010523922
04,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,305.53496902977344
05,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,59.14260818573491
06,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,353.637435634514
08,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,72.71810620401389
09,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,98.02522659880071
10,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,32.72123426926357
11,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,5.397885653803084
12,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,207.3232902319062
13,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,119.22139466875913
15,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,0.0
16,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,15.04290606446164
17,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,581.7541922111311
18,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,299.5999929769664
19,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,63.4658566163299
20,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,66.8261364499889
21,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,181.30721264474033
22,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,75.19861988615425
23,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,31.393424025987056
24,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,114.98194662054581
25,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,139.6418973903262
26,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,325.18480446342915
27,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,329.8495371561647
28,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,45.878138504325186
29,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,158.0597131266256
30,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,12.480081356565577
31,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,29.672843220461075
32,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,18.818698746309927
33,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,93.23880511269518
34,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,286.84047918364564
35,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,68.72368347231587
36,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,425.1708538226503
37,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,196.45530408705753
38,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,13.23487728272058
39,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,548.5541517305165
40,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,145.82062700663437
41,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,55.45439152262646
42,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,411.04836139971144
44,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,40.043878432997154
45,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,94.09866895297844
46,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,1.9980489464493687
47,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,136.63044773197896
48,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,287.59908883059
49,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,30.706175139929226
50,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,13.796785541920517
51,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,182.55132535293177
53,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,63.4260234969185
54,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,63.389862607167835
55,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,249.45564823103723
56,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,18.317055334725964
72,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,66.98105708991008
US,2025-01-11,0,2025-01-11,wk inc covid hosp,quantile,0.01,8245.817777973327
01,2025-01-11,1,2025-01-18,wk inc covid hosp,quantile,0.01,103.60081605173949
02,2025-01-11,1,2025-01-18,wk inc covid hosp,quantile,0.01,0.9333130910257457
04,2025-01-11,1,2025-01-18,wk inc covid hosp,quantile,0.01,237.84920036415602
05,2025-01-11,1,2025-01-18,wk inc covid hosp,quantile,0.01,56.84945611974299
06,2025-01-11,1,2025-01-18,wk inc covid hosp,quantile,0.01,308.9842202901896
08,2025-01-11,1,2025-01-18,wk inc covid hosp,quantile,0.01,65.63665114500705
