location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,49.63486556928144
02,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,1.709427879394897
04,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,22.981898408271007
05,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,11.1040503668034
06,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,69.4771043859089
08,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,28.555140129513635
09,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,22.060264739111908
10,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,7.8970600224699385
11,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,3.1079788259321575
12,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,117.43863398815553
13,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,24.880837243227727
15,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,0.0
16,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,0.9712660018151573
17,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,126.73863874319713
18,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,78.8715829577372
19,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,22.833745721805826
20,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,9.805614116576193
21,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,61.16201399382716
22,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,30.392404168581795
23,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,0.11322431820543086
24,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,46.913972262710615
25,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,30.04026321410948
26,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,109.32009488696478
27,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,55.30298900989653
28,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,15.00216337562717
29,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,38.15837041463801
30,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,10.089080361576487
31,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,14.845691458609814
32,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,4.734548179454093
33,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,3.3813314923790925
34,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,94.19808344289488
35,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,6.988268351046492
36,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,149.93945200181446
37,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,119.36460471247854
38,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,12.062430356783636
39,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,157.33006512390247
40,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,50.543216535557534
41,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,0.0
42,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,223.8982098766863
44,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,7.3738667124678035
45,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,40.85685062093208
46,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,5.380690240709687
47,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,51.83401931951195
48,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,85.73526306026717
49,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,0.21921833250171538
50,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,3.704768119047451
51,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,62.376007546915496
53,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,25.04852801650663
54,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,22.931783159324592
55,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,78.11136982009904
56,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,4.6273082460397505
72,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,0.0
US,2026-03-14,0,2026-03-14,wk inc covid hosp,quantile,0.01,2266.220295968892
01,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,42.29326674625452
02,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,1.4606703836072832
04,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,18.623548811132483
05,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,9.798574560564244
06,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,55.21401122262175
08,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,23.219783570969746
09,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,18.97445077883031
10,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,6.90693319349841
11,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,2.498752751294354
12,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,102.86739411468373
13,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,18.38742068073283
15,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,0.0
16,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,0.0
17,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,107.44956967664145
18,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,67.5112033173304
19,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,18.97256886616495
20,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,8.087384357828382
21,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,53.16223327939729
22,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,26.63205327687396
23,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,0.0
24,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,41.63413464143983
25,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,25.067115123133007
26,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,93.9416041295637
27,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,48.8364038732885
28,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,12.13192856225817
29,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,31.395296470322144
30,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,8.763685210597364
31,2026-03-14,1,2026-03-21,wk inc covid hosp,quantile,0.01,12.100235178180608
