location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,16.536337585262043
02,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,0.10294806149021471
04,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,38.48773092146267
05,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,3.305569620117603
06,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,132.25139702205806
08,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,6.631523862362668
09,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,33.86981191158514
10,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,2.8821536285304714
11,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,0.08788943148130411
12,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,80.94140504861053
13,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,37.4592938603428
15,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,6.585177786791032
16,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,2.033563981327714
17,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,45.29219754907463
18,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,23.304327741033877
19,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,15.530352563707996
20,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,5.428881998843164
21,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,11.009160872644184
22,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,20.140220841173477
23,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,1.3663924089415302
24,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,10.73702967407636
25,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,41.18183767535357
26,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,38.5424196380484
27,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,17.12902480848813
28,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,5.376464503096362
29,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,8.894386273024608
30,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,1.8485024412475357
31,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,5.86832417982082
32,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,10.45945840189953
33,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,2.1250110515396603
34,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,80.96780171823424
35,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,6.0878747285616495
36,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,144.52605644907536
37,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,28.725946973276464
38,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,3.052232243381501
39,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,33.81127740196024
40,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,11.143438968214719
41,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,5.613710418264463
42,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,44.63750153769846
44,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,10.971849647201608
45,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,8.252031879363718
46,2025-05-03,0,2025-05-03,wk inc covid hosp,quantile,0.01,1.0639450322249582
