"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.01",135.14137786619
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.025",139.784162494702
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.05",146.771650693248
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.1",155.452375948885
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.15",161.038446286866
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.2",165.521323366077
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.25",169.5534723779
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.3",173.197849325447
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.35",175.603270967013
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.4",177.835702847628
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.45",180.530725537751
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.5",182.737505062746
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.55",185.845112833952
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.6",189.473650932868
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.65",192.431038149076
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.7",196.010849334938
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.75",201.413734709097
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.8",207.033606989524
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.85",213.794988177143
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.9",221.910460963094
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.95",232.929493647934
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.975",241.630390898414
2025-03-01,"01",-1,"wk inc covid hosp",2025-02-22,"quantile","0.99",248.016331157961
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.01",99.6511197297652
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.025",107.63745619979
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.05",121.408413669131
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.1",134.768637601865
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.15",143.309067595357
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.2",148.549150858395
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.25",153.449299385776
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.3",156.971912832059
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.35",160.628713872259
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.4",164.167891421244
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.45",168.220500200367
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.5",172.062847030646
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.55",177.179435598373
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.6",179.979973783875
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.65",189.333333333333
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.7",191.757248745727
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.75",195.225375453916
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.8",202.999565080109
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.85",209.76
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.9",221.666083193134
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.95",244.274446584488
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.975",259.930229668116
2025-03-01,"01",0,"wk inc covid hosp",2025-03-01,"quantile","0.99",277.473537738745
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.01",79
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.025",88.3783584110966
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.05",99.3969394916338
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.1",114.451479025589
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.15",122.713
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.2",127.773767650218
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.25",131.78
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.3",137.689054337286
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.35",140.848
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.4",148.44380806674
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.45",153.599403127429
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.5",157.593879828168
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.55",162.726437084005
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.6",167.97
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.65",172.666666666667
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.7",179.125557980379
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.75",187.564004860177
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.8",198.87250358302
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.85",214.466201060483
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.9",228.233220523172
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.95",247.159074887611
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.975",278.743302260249
2025-03-01,"01",1,"wk inc covid hosp",2025-03-08,"quantile","0.99",311.199475324377
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.01",62.0619049281322
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.025",74.099261262983
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.05",87.71341091013
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.1",98
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.15",107.669459550383
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.2",114.52
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.25",119.03
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.3",124.132440041835
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.35",129.753191455167
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.4",135.105593466196
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.45",140.136834009697
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.5",145.704472233885
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.55",150.896951603596
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.6",157.118199640056
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.65",163.595
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.7",170.553
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.75",180.607801810498
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.8",193.352324423638
2025-03-01,"01",2,"wk inc covid hosp",2025-03-15,"quantile","0.85",203.693341827059
