"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.01",76
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.025",84.77
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.05",92.309287264389
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.1",102
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.15",109
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.2",115
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.25",120
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.3",125
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.35",129
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.4",134
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.45",136.088334087541
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.5",139.082012678967
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.55",143.590865535028
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.6",146.650954021277
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.65",150.16807922591
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.7",153.771289390198
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.75",158.589397395026
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.8",164.658802317341
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.85",174.195921586511
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.9",187.359709230343
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.95",205
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.975",219
2024-12-28,"01",-1,"wk inc covid hosp",2024-12-21,"quantile","0.99",236
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.01",77.2510814652872
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.025",90.1752972427947
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.05",107.528038421075
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.1",117.233403042034
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.15",123.878339432625
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.2",130.85494116924
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.25",136.145592268245
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.3",141.577851130351
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.35",147
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.4",151
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.45",155
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.5",158.756986227714
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.55",163.029244717579
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.6",168.017190517331
2024-12-28,"01",0,"wk inc covid hosp",2024-12-28,"quantile","0.65",173.098775382463
