"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.01",142.043
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.025",143.194
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.05",145.333
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.1",149.494
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.15",153.67
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.2",157.961
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.25",162.536
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.3",166.95
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.35",171.677
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.4",176.258
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.45",181.098
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.5",186.232
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.55",191.142
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.6",196.882
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.65",202.796
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.7",208.78
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.75",215.905
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.8",221.725244426999
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.85",226.476466134967
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.9",234.958330161891
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.95",247.577480411044
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.975",255.691503255075
2025-03-08,"01",-1,"wk inc covid hosp",2025-03-01,"quantile","0.99",259.863
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.01",109
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.025",118
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.05",127
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.1",141.316
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.15",152.37352456506
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.2",154.421840283997
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.25",162.059634860232
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.3",167
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.35",172.818473343307
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.4",179.795170754829
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.45",180.525854029632
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.5",184.231749141143
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.55",194.189735367025
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.6",194.35731520904
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.65",198.762067466119
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.7",202.683225415211
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.75",208.290817988745
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.8",215.665607437941
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.85",223.84
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.9",233.39
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.95",245.693
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.975",262.199493825125
2025-03-08,"01",0,"wk inc covid hosp",2025-03-08,"quantile","0.99",287.759439168639
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.01",87
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.025",92
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.05",102.239126275797
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.1",113
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.15",124.921462166978
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.2",130.499429783889
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.25",146.554
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.3",151.012
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.35",155.222
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.4",159.9
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.45",164.543
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.5",170.214
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.55",179
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.6",184
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.65",195.672804016511
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.7",196.920030141336
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.75",203.943588945796
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.8",209.328678085915
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.85",218.607331045175
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.9",228.904711447051
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.95",248
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.975",265
2025-03-08,"01",1,"wk inc covid hosp",2025-03-15,"quantile","0.99",287
2025-03-08,"01",2,"wk inc covid hosp",2025-03-22,"quantile","0.01",61.715
2025-03-08,"01",2,"wk inc covid hosp",2025-03-22,"quantile","0.025",72.7245695286539
