location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2024-12-28,2024-12-28,CEPH-Rtrend_covid,7480,9318,10510,11847,14604,7480,9318,10510,11847,14604,CEPH Lab at Indiana University,2024-12-26,Rtrend COVID
US,US,1,2024-12-28,2025-01-04,CEPH-Rtrend_covid,6222,9130,11298,13945,20144,6222,9130,11298,13945,20144,CEPH Lab at Indiana University,2024-12-26,Rtrend COVID
US,US,2,2024-12-28,2025-01-11,CEPH-Rtrend_covid,5189,8853,11921,16038,26809,5189,8853,11921,16038,26809,CEPH Lab at Indiana University,2024-12-26,Rtrend COVID
US,US,0,2024-12-28,2024-12-28,CMU-TimeSeries,5200.916637660602,8577.366213724226,10329.959050467305,13841.542713794503,21810.613989523845,5201,8577,10330,13842,21811,Carnegie Mellon Delphi Group,2024-12-26,AR ensemble with auxiliary data
US,US,1,2024-12-28,2025-01-04,CMU-TimeSeries,5178.31191923395,8616.302188341342,11148.835596226685,16967.32481380624,27704.21391504108,5178,8616,11149,16967,27704,Carnegie Mellon Delphi Group,2024-12-26,AR ensemble with auxiliary data
US,US,2,2024-12-28,2025-01-11,CMU-TimeSeries,5362.263009255278,8631.22707175984,11545.076347130667,20047.159225541018,32600.808084262728,5362,8631,11545,20047,32601,Carnegie Mellon Delphi Group,2024-12-26,AR ensemble with auxiliary data
US,US,0,2024-12-28,2024-12-28,CovidHub-baseline,8038.475,8808.25,9120,9431.75,10201.525,8038,8808,9120,9432,10202,CovidHub-hub-models,2024-12-26,CovidHub baseline model
US,US,1,2024-12-28,2025-01-04,CovidHub-baseline,7263.562769877698,8414.792322923231,9120,9824.988982389825,10986.270874958747,7264,8415,9120,9825,10986,CovidHub-hub-models,2024-12-26,CovidHub baseline model
US,US,2,2024-12-28,2025-01-11,CovidHub-baseline,7019.881264562645,8318.22159721597,9120,9929.068855688556,11236.727185771853,7020,8318,9120,9929,11237,CovidHub-hub-models,2024-12-26,CovidHub baseline model
US,US,0,2024-12-28,2024-12-28,CovidHub-ensemble,6120,8563.04613972694,10196.9175135149,11864.625,14710.755,6120,8563,10197,11865,14711,CovidHub,2024-12-26,Ensemble model using CovidHub submissions
US,US,1,2024-12-28,2025-01-04,CovidHub-ensemble,5713,8616.30218834134,10726,12664.07,17794,5713,8616,10726,12664,17794,CovidHub,2024-12-26,Ensemble model using CovidHub submissions
US,US,2,2024-12-28,2025-01-11,CovidHub-ensemble,5275.63150462764,8600.85622486318,10719.07,12794.255,18267.12,5276,8601,10719,12794,18267,CovidHub,2024-12-26,Ensemble model using CovidHub submissions
US,US,1,2024-12-28,2025-01-04,Metaculus-cp,9017.928181381689,14862.63896343968,17798.604113315803,21170.233073265357,32934.545618873315,9018,14863,17799,21170,32935,Metaculus,2024-12-26,Metaculus Community Prediction
US,US,0,2024-12-28,2024-12-28,MOBS-GLEAM_COVID,5617,7912,9327,10890,14309,5617,7912,9327,10890,14309,MOBS Lab at Northeastern University,2024-12-26,GLEAM COVID-19 Forecasting Model
US,US,1,2024-12-28,2025-01-04,MOBS-GLEAM_COVID,5160,7282,8597,10042,13204,5160,7282,8597,10042,13204,MOBS Lab at Northeastern University,2024-12-26,GLEAM COVID-19 Forecasting Model
US,US,2,2024-12-28,2025-01-11,MOBS-GLEAM_COVID,4670,6611,7808,9128,12015,4670,6611,7808,9128,12015,MOBS Lab at Northeastern University,2024-12-26,GLEAM COVID-19 Forecasting Model
US,US,0,2024-12-28,2024-12-28,NEU_ISI-AdaptiveEnsemble,6623,8888,10903,12451,17742,6623,8888,10903,12451,17742,MOBS Lab at Northeastern University and ISI Foundation,2024-12-26,Adaptive Ensemble
US,US,1,2024-12-28,2025-01-04,NEU_ISI-AdaptiveEnsemble,5713,8872,10726,12563,17794,5713,8872,10726,12563,17794,MOBS Lab at Northeastern University and ISI Foundation,2024-12-26,Adaptive Ensemble
US,US,2,2024-12-28,2025-01-11,NEU_ISI-AdaptiveEnsemble,6403,9182,10463,12466,18592,6403,9182,10463,12466,18592,MOBS Lab at Northeastern University and ISI Foundation,2024-12-26,Adaptive Ensemble
US,US,0,2024-12-28,2024-12-28,OHT_JHU-nbxd,7129.73,9245.26,10508.61,11882.25,14817.51,7130,9245,10509,11882,14818,One Health Trust and Johns Hopkins University,2024-12-26,NBEATS exogenous covariate decoder
US,US,1,2024-12-28,2025-01-04,OHT_JHU-nbxd,6579.95,9214.64,10847.95,12664.07,16656.29,6580,9215,10848,12664,16656,One Health Trust and Johns Hopkins University,2024-12-26,NBEATS exogenous covariate decoder
