location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-01-04,2025-01-04,CEPH-Rtrend_covid,10119,12786,14547,16514,20613,10119,12786,14547,16514,20613,CEPH Lab at Indiana University,2025-01-02,Rtrend COVID
US,US,1,2025-01-04,2025-01-11,CEPH-Rtrend_covid,8665,13066,16400,20513,30257,8665,13066,16400,20513,30257,CEPH Lab at Indiana University,2025-01-02,Rtrend COVID
US,US,2,2025-01-04,2025-01-18,CEPH-Rtrend_covid,7328,13039,17920,24485,41724,7328,13039,17920,24485,41724,CEPH Lab at Indiana University,2025-01-02,Rtrend COVID
US,US,0,2025-01-04,2025-01-04,CMU-TimeSeries,8853.280706043424,12189.238854202202,13799.8705619861,16785.317094483908,24138.943292737094,8853,12189,13800,16785,24139,Carnegie Mellon Delphi Group,2025-01-02,AR ensemble with auxiliary data
US,US,1,2025-01-04,2025-01-11,CMU-TimeSeries,8942.437246991523,13177.57530834992,15324.157036150233,19567.260662156437,29720.13078541248,8942,13178,15324,19567,29720,Carnegie Mellon Delphi Group,2025-01-02,AR ensemble with auxiliary data
US,US,2,2025-01-04,2025-01-18,CMU-TimeSeries,9116.531940010487,14926.664002115987,16868.77255930072,22235.965903813427,34487.935482198955,9117,14927,16869,22236,34488,Carnegie Mellon Delphi Group,2025-01-02,AR ensemble with auxiliary data
US,US,0,2025-01-04,2025-01-04,CovidHub-baseline,11075,13184.25,13570,13955.75,16065,11075,13184,13570,13956,16065,CovidHub-hub-models,2025-01-02,CovidHub baseline model
US,US,1,2025-01-04,2025-01-11,CovidHub-baseline,10570.857164821646,12681.165444154442,13570,14460.791357913578,16572.017639676393,10571,12681,13570,14461,16572,CovidHub-hub-models,2025-01-02,CovidHub baseline model
US,US,2,2025-01-04,2025-01-18,CovidHub-baseline,9987.933518835189,12476.063098130982,13570,14667.782832828327,17199.67794652946,9988,12476,13570,14668,17200,CovidHub-hub-models,2025-01-02,CovidHub baseline model
US,US,0,2025-01-04,2025-01-04,CovidHub-ensemble,8775.5158408848,12504.4881078759,13812.428024552,15737.4121442083,19904.5,8776,12504,13812,15737,19904,CovidHub,2025-01-02,Ensemble model using CovidHub submissions
US,US,1,2025-01-04,2025-01-11,CovidHub-ensemble,8077.7594217229,12766.8243159549,14645.2933067586,16464.5367763588,21408,8078,12767,14645,16465,21408,CovidHub,2025-01-02,Ensemble model using CovidHub submissions
US,US,2,2025-01-04,2025-01-18,CovidHub-ensemble,7487,12605.884835923,15470.1585245155,18215.6541850094,26869.1991823217,7487,12606,15470,18216,26869,CovidHub,2025-01-02,Ensemble model using CovidHub submissions
US,US,0,2025-01-04,2025-01-04,JHU_CSSE-CSSE_Ensemble,3024.4666666666667,12223.833333333334,17735.333333333332,23423,34871.98333333333,3024,12224,17735,23423,34872,The Center for Systems Science and Engineering at Johns Hopkins University,2025-01-02,CSSE Ensemble
US,US,1,2025-01-04,2025-01-11,JHU_CSSE-CSSE_Ensemble,1582.5000000000002,11798.166666666666,18082.833333333332,24874.5,38741.933333333334,1583,11798,18083,24874,38742,The Center for Systems Science and Engineering at Johns Hopkins University,2025-01-02,CSSE Ensemble
