reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.01,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.025,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.05,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.1,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.15,17.621887084197922
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.2,44.42110710144048
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.25,61.92357211547851
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.3,62.52435706298843
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.35,68.91135484123225
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.4,70.30444335093695
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.45,72.8626438590488
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.5,73.91623895645142
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.55,74.54110369954495
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.6,77.0993042076568
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.65,78.4923927173615
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.7,84.87939049560532
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.75,85.48017544311524
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.8,102.98264045715328
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.85,129.78186047439584
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.9,161.927990348084
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.95,304.93431884765624
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.975,304.93431884765624
2024-12-07,0,wk inc covid hosp,2024-12-07,01,quantile,0.99,304.93431884765624
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.01,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.025,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.05,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.1,0.0
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.15,3.2729987268767786
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.2,6.337037136444122
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.25,6.917903871498108
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.3,8.510946307824119
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.35,9.158144523828502
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.4,9.287029923582088
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.45,10.012842850685145
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.5,11.543922424316406
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.55,11.811673445701574
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.6,12.537486372804633
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.65,12.666371772558216
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.7,13.3135699885626
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.75,14.90661242488861
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.8,15.487479159942596
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.85,18.55151756950994
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.9,24.219938372421243
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.95,24.245521545410156
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.975,24.245521545410156
2024-12-07,0,wk inc covid hosp,2024-12-07,02,quantile,0.99,24.245521545410156
