location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,1.6827869006847873,2.9470966196574273,4.646937629348989,5601.57920107254,9810.15191020703,15468.5,1.68,2.95,4.65,5602,9810,15468,wk inc covid hosp,2024-12-21,2024-12-21,2024-12-18,"December 21, 2024","December 18, 2024","December 21, 2024",CovidHub-ensemble
US,1,1.743250689183395,3.2261442824958113,5.643257159215229,5802.84811987267,10739.0322001756,18785,1.74,3.23,5.64,5803,10739,18785,wk inc covid hosp,2024-12-28,2024-12-21,2024-12-18,"December 28, 2024","December 18, 2024","December 21, 2024",CovidHub-ensemble
US,2,1.7447643473637446,3.5650973900588743,6.854371944276512,5807.88671161422,11867.3228213419,22816.5,1.74,3.57,6.85,5808,11867,22816,wk inc covid hosp,2025-01-04,2024-12-21,2024-12-18,"January 04, 2025","December 18, 2024","December 21, 2024",CovidHub-ensemble
Alabama,0,1.4547418082613628,2.406598975971741,3.9002034778318784,71.3286821313999,118,191.234191894531,1.45,2.41,3.9,71,118,191,wk inc covid hosp,2024-12-21,2024-12-21,2024-12-18,"December 21, 2024","December 18, 2024","December 21, 2024",CovidHub-ensemble
Alabama,1,1.2478203150505682,2.651337854884121,4.650038699335228,61.1829385145122,130,228,1.25,2.65,4.65,61,130,228,wk inc covid hosp,2024-12-28,2024-12-21,2024-12-18,"December 28, 2024","December 18, 2024","December 21, 2024",CovidHub-ensemble
Alabama,2,1.1856818292827254,2.732917481188248,5.991959817955064,58.1361736011162,134,293.796875,1.19,2.73,5.99,58,134,294,wk inc covid hosp,2025-01-04,2024-12-21,2024-12-18,"January 04, 2025","December 18, 2024","December 21, 2024",CovidHub-ensemble
Alaska,0,0.42396038899572686,1.5437102659268536,2.7088120832167806,3.10146102767879,11.2929352648746,19.8161793541682,0.42,1.54,2.71,3,11,20,wk inc covid hosp,2024-12-21,2024-12-21,2024-12-18,"December 21, 2024","December 18, 2024","December 21, 2024",CovidHub-ensemble
Alaska,1,0.4100909718472548,1.660407040977534,3.8418608294174246,3,12.1466246879191,28.1049408045617,0.41,1.66,3.84,3,12,28,wk inc covid hosp,2024-12-28,2024-12-21,2024-12-18,"December 28, 2024","December 18, 2024","December 21, 2024",CovidHub-ensemble
Alaska,2,0.370403787100814,1.7923696832900642,5.331182634014312,2.70967038434665,13.1119907996243,39,0.37,1.79,5.33,3,13,39,wk inc covid hosp,2025-01-04,2024-12-21,2024-12-18,"January 04, 2025","December 18, 2024","December 21, 2024",CovidHub-ensemble
Arizona,0,6.4319631285669985,10.139149523192067,13.383660353576227,468.164393672738,738,974.158761378013,6.43,10.14,13.38,468,738,974,wk inc covid hosp,2024-12-21,2024-12-21,2024-12-18,"December 21, 2024","December 18, 2024","December 21, 2024",CovidHub-ensemble
