target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2025-09-06,3.577365,0.01,0,quantile,2025-09-06,02,wk inc covid hosp
2025-09-13,3.3567815,0.01,1,quantile,2025-09-06,02,wk inc covid hosp
2025-09-20,2.6960945,0.01,2,quantile,2025-09-06,02,wk inc covid hosp
2025-09-27,2.9671703,0.01,3,quantile,2025-09-06,02,wk inc covid hosp
2025-09-06,4.2566683,0.025,0,quantile,2025-09-06,02,wk inc covid hosp
2025-09-13,4.1253547,0.025,1,quantile,2025-09-06,02,wk inc covid hosp
2025-09-20,3.5655419,0.025,2,quantile,2025-09-06,02,wk inc covid hosp
2025-09-27,3.731892,0.025,3,quantile,2025-09-06,02,wk inc covid hosp
2025-09-06,5.2464455,0.05,0,quantile,2025-09-06,02,wk inc covid hosp
2025-09-13,4.8561605,0.05,1,quantile,2025-09-06,02,wk inc covid hosp
2025-09-20,4.4318151,0.05,2,quantile,2025-09-06,02,wk inc covid hosp
2025-09-27,4.5432667,0.05,3,quantile,2025-09-06,02,wk inc covid hosp
2025-09-06,6.2378207,0.1,0,quantile,2025-09-06,02,wk inc covid hosp
2025-09-13,5.8032528,0.1,1,quantile,2025-09-06,02,wk inc covid hosp
2025-09-20,5.5317046,0.1,2,quantile,2025-09-06,02,wk inc covid hosp
2025-09-27,5.5778002,0.1,3,quantile,2025-09-06,02,wk inc covid hosp
2025-09-06,7.094222,0.15,0,quantile,2025-09-06,02,wk inc covid hosp
2025-09-13,6.5913823,0.15,1,quantile,2025-09-06,02,wk inc covid hosp
2025-09-20,6.5534354,0.15,2,quantile,2025-09-06,02,wk inc covid hosp
2025-09-27,6.3811901,0.15,3,quantile,2025-09-06,02,wk inc covid hosp
2025-09-06,7.7131406,0.2,0,quantile,2025-09-06,02,wk inc covid hosp
2025-09-13,7.353091,0.2,1,quantile,2025-09-06,02,wk inc covid hosp
2025-09-20,7.3430895,0.2,2,quantile,2025-09-06,02,wk inc covid hosp
2025-09-27,7.0603046,0.2,3,quantile,2025-09-06,02,wk inc covid hosp
2025-09-06,8.452748,0.25,0,quantile,2025-09-06,02,wk inc covid hosp
2025-09-13,8.0397756,0.25,1,quantile,2025-09-06,02,wk inc covid hosp
