target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2025-12-13,34.985608,0.01,-1,quantile,2025-12-20,01,wk inc covid hosp
2025-12-20,22.255021,0.01,0,quantile,2025-12-20,01,wk inc covid hosp
2025-12-27,13.618735,0.01,1,quantile,2025-12-20,01,wk inc covid hosp
2026-01-03,6.3608991,0.01,2,quantile,2025-12-20,01,wk inc covid hosp
2026-01-10,2.8761875,0.01,3,quantile,2025-12-20,01,wk inc covid hosp
2025-12-13,38.358495,0.025,-1,quantile,2025-12-20,01,wk inc covid hosp
2025-12-20,26.743703,0.025,0,quantile,2025-12-20,01,wk inc covid hosp
2025-12-27,18.955815,0.025,1,quantile,2025-12-20,01,wk inc covid hosp
2026-01-03,13.646901,0.025,2,quantile,2025-12-20,01,wk inc covid hosp
2026-01-10,8.8738772,0.025,3,quantile,2025-12-20,01,wk inc covid hosp
2025-12-13,41.38241,0.05,-1,quantile,2025-12-20,01,wk inc covid hosp
2025-12-20,33.688803,0.05,0,quantile,2025-12-20,01,wk inc covid hosp
2025-12-27,24.870566,0.05,1,quantile,2025-12-20,01,wk inc covid hosp
2026-01-03,19.867827,0.05,2,quantile,2025-12-20,01,wk inc covid hosp
2026-01-10,15.423884,0.05,3,quantile,2025-12-20,01,wk inc covid hosp
2025-12-13,44.680341,0.1,-1,quantile,2025-12-20,01,wk inc covid hosp
2025-12-20,38.765366,0.1,0,quantile,2025-12-20,01,wk inc covid hosp
2025-12-27,32.636344,0.1,1,quantile,2025-12-20,01,wk inc covid hosp
2026-01-03,27.916865,0.1,2,quantile,2025-12-20,01,wk inc covid hosp
2026-01-10,23.86498,0.1,3,quantile,2025-12-20,01,wk inc covid hosp
2025-12-13,47.105403,0.15,-1,quantile,2025-12-20,01,wk inc covid hosp
2025-12-20,42.337072,0.15,0,quantile,2025-12-20,01,wk inc covid hosp
2025-12-27,38.650816,0.15,1,quantile,2025-12-20,01,wk inc covid hosp
2026-01-03,34.927337,0.15,2,quantile,2025-12-20,01,wk inc covid hosp
2026-01-10,32.3809,0.15,3,quantile,2025-12-20,01,wk inc covid hosp
2025-12-13,49.470349,0.2,-1,quantile,2025-12-20,01,wk inc covid hosp
2025-12-20,45.310191,0.2,0,quantile,2025-12-20,01,wk inc covid hosp
2025-12-27,43.210034,0.2,1,quantile,2025-12-20,01,wk inc covid hosp
2026-01-03,40.0088,0.2,2,quantile,2025-12-20,01,wk inc covid hosp
2026-01-10,38.658426,0.2,3,quantile,2025-12-20,01,wk inc covid hosp
