target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-01-10,90.064496,0.01,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,69.89533,0.01,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,47.906019,0.01,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,37.039891,0.01,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,27.458494,0.01,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,94.810067,0.025,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,79.068988,0.025,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,61.982437,0.025,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,49.673798,0.025,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,37.702324,0.025,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,99.108269,0.05,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,86.414459,0.05,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,70.567653,0.05,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,62.131308,0.05,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,51.263877,0.05,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,104.63797,0.1,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,94.381211,0.1,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,83.099387,0.1,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,76.15987,0.1,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,67.44571,0.1,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,108.15727,0.15,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,99.583844,0.15,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,92.939139,0.15,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,85.858433,0.15,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,78.760219,0.15,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,111.18075,0.2,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,104.80488,0.2,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,100.20698,0.2,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,93.645778,0.2,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,88.077929,0.2,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,113.72892,0.25,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,109.25406,0.25,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,105.07778,0.25,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,101.42579,0.25,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,98.37344,0.25,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,115.73477,0.3,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,113.18487,0.3,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,110.36367,0.3,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,109.41549,0.3,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,106.69257,0.3,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,117.96028,0.35,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,116.44021,0.35,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,115.54637,0.35,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,116.27808,0.35,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,114.2692,0.35,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,119.9281,0.4,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,119.67431,0.4,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,120.08521,0.4,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,122.85056,0.4,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,122.90899,0.4,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,121.9948,0.45,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,123.66808,0.45,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,124.66837,0.45,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,128.65763,0.45,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,131.50783,0.45,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,123.88963,0.5,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,127.17038,0.5,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,129.72051,0.5,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,135.16242,0.5,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,138.11915,0.5,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,125.84191,0.55,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,130.32639,0.55,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,134.86657,0.55,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,142.30227,0.55,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,145.08857,0.55,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,128.04395,0.6,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,133.81726,0.6,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,140.65463,0.6,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,150.60658,0.6,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,154.11755,0.6,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,130.03057,0.65,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,137.69608,0.65,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,146.65804,0.65,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,156.85183,0.65,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,162.46345,0.65,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,132.21113,0.7,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,141.71537,0.7,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,151.24698,0.7,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,164.41159,0.7,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,171.43702,0.7,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,134.75198,0.75,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,145.83358,0.75,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,157.39419,0.75,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,172.29409,0.75,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,183.39384,0.75,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,137.65202,0.8,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,150.35879,0.8,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,164.69658,0.8,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,181.19832,0.8,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,197.37518,0.8,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,141.02732,0.85,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,156.8378,0.85,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,173.58088,0.85,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,192.51505,0.85,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,213.94338,0.85,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,145.60596,0.9,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,164.65841,0.9,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,186.93427,0.9,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,208.31673,0.9,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,233.56575,0.9,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,153.24032,0.95,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,176.10457,0.95,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,202.68358,0.95,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,230.14952,0.95,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,264.34242,0.95,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,159.73467,0.975,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,184.94137,0.975,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,217.5883,0.975,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,254.87676,0.975,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,295.60978,0.975,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,168.82912,0.99,-1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-17,198.4203,0.99,0,quantile,2026-01-17,01,wk inc covid hosp
2026-01-24,241.7443,0.99,1,quantile,2026-01-17,01,wk inc covid hosp
2026-01-31,298.21549,0.99,2,quantile,2026-01-17,01,wk inc covid hosp
2026-02-07,351.30738,0.99,3,quantile,2026-01-17,01,wk inc covid hosp
2026-01-10,3.0935348,0.01,-1,quantile,2026-01-17,02,wk inc covid hosp
2026-01-17,2.3990368,0.01,0,quantile,2026-01-17,02,wk inc covid hosp
2026-01-24,2.1333796,0.01,1,quantile,2026-01-17,02,wk inc covid hosp
2026-01-31,1.7455404,0.01,2,quantile,2026-01-17,02,wk inc covid hosp
2026-02-07,1.1948361,0.01,3,quantile,2026-01-17,02,wk inc covid hosp
2026-01-10,3.9318632,0.025,-1,quantile,2026-01-17,02,wk inc covid hosp
2026-01-17,3.2053358,0.025,0,quantile,2026-01-17,02,wk inc covid hosp
2026-01-24,2.8133186,0.025,1,quantile,2026-01-17,02,wk inc covid hosp
2026-01-31,2.6372972,0.025,2,quantile,2026-01-17,02,wk inc covid hosp
2026-02-07,2.0206313,0.025,3,quantile,2026-01-17,02,wk inc covid hosp
2026-01-10,4.809733,0.05,-1,quantile,2026-01-17,02,wk inc covid hosp
2026-01-17,4.0467192,0.05,0,quantile,2026-01-17,02,wk inc covid hosp
2026-01-24,3.5690704,0.05,1,quantile,2026-01-17,02,wk inc covid hosp
2026-01-31,3.389467,0.05,2,quantile,2026-01-17,02,wk inc covid hosp
2026-02-07,3.0127677,0.05,3,quantile,2026-01-17,02,wk inc covid hosp
