reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.01,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.025,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.05,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.1,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.15,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.2,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.25,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.3,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.35,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.4,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.45,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.5,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.55,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.6,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.65,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.7,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.75,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.8,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.85,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.9,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.95,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.975,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,01,quantile,0.99,78
2025-05-10,-1,wk inc covid hosp,2025-05-03,02,quantile,0.01,7
2025-05-10,-1,wk inc covid hosp,2025-05-03,02,quantile,0.025,7
2025-05-10,-1,wk inc covid hosp,2025-05-03,02,quantile,0.05,7
2025-05-10,-1,wk inc covid hosp,2025-05-03,02,quantile,0.1,7
2025-05-10,-1,wk inc covid hosp,2025-05-03,02,quantile,0.15,7
2025-05-10,-1,wk inc covid hosp,2025-05-03,02,quantile,0.2,7
2025-05-10,-1,wk inc covid hosp,2025-05-03,02,quantile,0.25,7
