reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.01,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.025,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.05,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.1,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.15,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.2,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.25,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.3,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.35,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.4,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.45,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.5,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.55,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.6,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.65,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.7,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.75,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.8,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.85,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.9,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.95,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.975,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,01,quantile,0.99,61
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.01,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.025,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.05,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.1,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.15,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.2,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.25,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.3,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.35,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.4,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.45,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.5,3
2025-05-17,-1,wk inc covid hosp,2025-05-10,02,quantile,0.55,3
