location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,136.63217430865598,2025-01-18,2025-01-18,quantile,wk inc covid hosp
02,0,0.01,3.3117491381623894,2025-01-18,2025-01-18,quantile,wk inc covid hosp
04,0,0.01,249.53546406164736,2025-01-18,2025-01-18,quantile,wk inc covid hosp
05,0,0.01,33.436539218876376,2025-01-18,2025-01-18,quantile,wk inc covid hosp
06,0,0.01,594.8479474860917,2025-01-18,2025-01-18,quantile,wk inc covid hosp
08,0,0.01,144.10804792928013,2025-01-18,2025-01-18,quantile,wk inc covid hosp
09,0,0.01,142.36184444200677,2025-01-18,2025-01-18,quantile,wk inc covid hosp
10,0,0.01,15.094567200161723,2025-01-18,2025-01-18,quantile,wk inc covid hosp
11,0,0.01,5.479874628531892,2025-01-18,2025-01-18,quantile,wk inc covid hosp
12,0,0.01,215.8443828166788,2025-01-18,2025-01-18,quantile,wk inc covid hosp
13,0,0.01,160.13485167590957,2025-01-18,2025-01-18,quantile,wk inc covid hosp
15,0,0.01,3.376959019621659,2025-01-18,2025-01-18,quantile,wk inc covid hosp
16,0,0.01,25.117362705129317,2025-01-18,2025-01-18,quantile,wk inc covid hosp
17,0,0.01,574.5490609497443,2025-01-18,2025-01-18,quantile,wk inc covid hosp
18,0,0.01,339.88158623491427,2025-01-18,2025-01-18,quantile,wk inc covid hosp
19,0,0.01,87.75176049101592,2025-01-18,2025-01-18,quantile,wk inc covid hosp
20,0,0.01,83.53899574734405,2025-01-18,2025-01-18,quantile,wk inc covid hosp
21,0,0.01,116.14004618023723,2025-01-18,2025-01-18,quantile,wk inc covid hosp
22,0,0.01,99.76994872377578,2025-01-18,2025-01-18,quantile,wk inc covid hosp
23,0,0.01,61.788679664251376,2025-01-18,2025-01-18,quantile,wk inc covid hosp
24,0,0.01,144.93643259531862,2025-01-18,2025-01-18,quantile,wk inc covid hosp
25,0,0.01,343.7485977931866,2025-01-18,2025-01-18,quantile,wk inc covid hosp
26,0,0.01,415.7566128098586,2025-01-18,2025-01-18,quantile,wk inc covid hosp
27,0,0.01,393.8261051294108,2025-01-18,2025-01-18,quantile,wk inc covid hosp
28,0,0.01,39.15257391430738,2025-01-18,2025-01-18,quantile,wk inc covid hosp
29,0,0.01,167.63264196972608,2025-01-18,2025-01-18,quantile,wk inc covid hosp
30,0,0.01,13.714582631956747,2025-01-18,2025-01-18,quantile,wk inc covid hosp
31,0,0.01,47.26758837490716,2025-01-18,2025-01-18,quantile,wk inc covid hosp
32,0,0.01,32.359809683472264,2025-01-18,2025-01-18,quantile,wk inc covid hosp
33,0,0.01,35.25039200966521,2025-01-18,2025-01-18,quantile,wk inc covid hosp
34,0,0.01,273.16001826938407,2025-01-18,2025-01-18,quantile,wk inc covid hosp
35,0,0.01,58.815441159217805,2025-01-18,2025-01-18,quantile,wk inc covid hosp
36,0,0.01,641.2683665204298,2025-01-18,2025-01-18,quantile,wk inc covid hosp
37,0,0.01,234.63141354780103,2025-01-18,2025-01-18,quantile,wk inc covid hosp
38,0,0.01,15.90093510776344,2025-01-18,2025-01-18,quantile,wk inc covid hosp
39,0,0.01,620.4108882261049,2025-01-18,2025-01-18,quantile,wk inc covid hosp
40,0,0.01,82.38314598285382,2025-01-18,2025-01-18,quantile,wk inc covid hosp
41,0,0.01,43.4858073914692,2025-01-18,2025-01-18,quantile,wk inc covid hosp
42,0,0.01,912.7837389549555,2025-01-18,2025-01-18,quantile,wk inc covid hosp
44,0,0.01,34.36524906178286,2025-01-18,2025-01-18,quantile,wk inc covid hosp
45,0,0.01,108.7175355955308,2025-01-18,2025-01-18,quantile,wk inc covid hosp
46,0,0.01,19.767147907180973,2025-01-18,2025-01-18,quantile,wk inc covid hosp
47,0,0.01,140.48254131657566,2025-01-18,2025-01-18,quantile,wk inc covid hosp
48,0,0.01,277.0713035933057,2025-01-18,2025-01-18,quantile,wk inc covid hosp
49,0,0.01,35.349032584844196,2025-01-18,2025-01-18,quantile,wk inc covid hosp
50,0,0.01,9.983225922623411,2025-01-18,2025-01-18,quantile,wk inc covid hosp
