location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,57.55251252594307
02,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
04,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,34.30340084426309
05,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,1.423652413999863
06,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,790.7492449808071
08,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,9.992770474924896
09,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,8.908149166691283
10,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.021557491679011383
11,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
12,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,315.70561651450544
13,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,59.4933907936743
15,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,20.914077491980688
16,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,2.1728083898904353
17,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,24.92619012901391
18,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,4.126106531477462
19,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,1.5569233566105043
20,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
21,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,1.7871773775673145
22,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,45.956551458109914
23,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
24,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,12.431314817001383
25,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,12.915199498681083
26,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,4.622081425991311
27,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,7.937072686294906
28,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,11.022324222884992
29,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,13.975851447688415
30,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,2.154909883608207
31,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
32,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,16.849620502339828
33,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
34,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,60.06530099541285
35,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
36,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,172.39245616225026
37,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,136.97062984705528
38,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
39,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,20.00330162781641
40,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,4.216434891682972
41,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,18.98630769999922
42,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,63.68233150352549
44,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,3.7170883432291157
45,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,26.641025140871317
46,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
47,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,36.3753804756289
48,2026-09-26,0,2026-09-26,wk inc covid hosp,quantile,0.01,247.15529281324424
