location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,116.19584324237574,2025-09-20,2025-09-20,quantile,wk inc covid hosp
02,0,0.01,6.327373152245749,2025-09-20,2025-09-20,quantile,wk inc covid hosp
04,0,0.01,60.80275646195715,2025-09-20,2025-09-20,quantile,wk inc covid hosp
05,0,0.01,38.88228531166655,2025-09-20,2025-09-20,quantile,wk inc covid hosp
06,0,0.01,1083.923699292728,2025-09-20,2025-09-20,quantile,wk inc covid hosp
08,0,0.01,52.18174752963963,2025-09-20,2025-09-20,quantile,wk inc covid hosp
09,0,0.01,14.983185436795027,2025-09-20,2025-09-20,quantile,wk inc covid hosp
10,0,0.01,7.221843252683185,2025-09-20,2025-09-20,quantile,wk inc covid hosp
11,0,0.01,9.10180381921403,2025-09-20,2025-09-20,quantile,wk inc covid hosp
12,0,0.01,566.1377887861271,2025-09-20,2025-09-20,quantile,wk inc covid hosp
13,0,0.01,139.72141262453852,2025-09-20,2025-09-20,quantile,wk inc covid hosp
15,0,0.01,26.039914457161256,2025-09-20,2025-09-20,quantile,wk inc covid hosp
16,0,0.01,10.012397533281257,2025-09-20,2025-09-20,quantile,wk inc covid hosp
17,0,0.01,192.16037447484644,2025-09-20,2025-09-20,quantile,wk inc covid hosp
18,0,0.01,72.98836152855988,2025-09-20,2025-09-20,quantile,wk inc covid hosp
19,0,0.01,32.211876654917475,2025-09-20,2025-09-20,quantile,wk inc covid hosp
20,0,0.01,28.161460162066895,2025-09-20,2025-09-20,quantile,wk inc covid hosp
21,0,0.01,55.35507255265661,2025-09-20,2025-09-20,quantile,wk inc covid hosp
22,0,0.01,105.96510489736852,2025-09-20,2025-09-20,quantile,wk inc covid hosp
23,0,0.01,1.1652625768317109,2025-09-20,2025-09-20,quantile,wk inc covid hosp
24,0,0.01,44.841725634360586,2025-09-20,2025-09-20,quantile,wk inc covid hosp
25,0,0.01,125.08519801020147,2025-09-20,2025-09-20,quantile,wk inc covid hosp
26,0,0.01,59.24502298018979,2025-09-20,2025-09-20,quantile,wk inc covid hosp
27,0,0.01,58.97294860866725,2025-09-20,2025-09-20,quantile,wk inc covid hosp
28,0,0.01,30.339993309611494,2025-09-20,2025-09-20,quantile,wk inc covid hosp
29,0,0.01,66.35762032657405,2025-09-20,2025-09-20,quantile,wk inc covid hosp
30,0,0.01,3.2247708537793685,2025-09-20,2025-09-20,quantile,wk inc covid hosp
31,0,0.01,16.04889735339814,2025-09-20,2025-09-20,quantile,wk inc covid hosp
32,0,0.01,16.148730265269872,2025-09-20,2025-09-20,quantile,wk inc covid hosp
33,0,0.01,4.662355503126601,2025-09-20,2025-09-20,quantile,wk inc covid hosp
34,0,0.01,145.02282322273382,2025-09-20,2025-09-20,quantile,wk inc covid hosp
35,0,0.01,9.326443877461587,2025-09-20,2025-09-20,quantile,wk inc covid hosp
36,0,0.01,291.37692819591126,2025-09-20,2025-09-20,quantile,wk inc covid hosp
37,0,0.01,364.2095081086553,2025-09-20,2025-09-20,quantile,wk inc covid hosp
38,0,0.01,3.223249068636755,2025-09-20,2025-09-20,quantile,wk inc covid hosp
39,0,0.01,192.84975989633995,2025-09-20,2025-09-20,quantile,wk inc covid hosp
40,0,0.01,42.61701919037588,2025-09-20,2025-09-20,quantile,wk inc covid hosp
41,0,0.01,61.95405207609378,2025-09-20,2025-09-20,quantile,wk inc covid hosp
42,0,0.01,236.96458049083998,2025-09-20,2025-09-20,quantile,wk inc covid hosp
44,0,0.01,9.95184997006736,2025-09-20,2025-09-20,quantile,wk inc covid hosp
45,0,0.01,131.95992836191252,2025-09-20,2025-09-20,quantile,wk inc covid hosp
46,0,0.01,11.340205665778667,2025-09-20,2025-09-20,quantile,wk inc covid hosp
47,0,0.01,85.24816883988234,2025-09-20,2025-09-20,quantile,wk inc covid hosp
48,0,0.01,570.5120312582513,2025-09-20,2025-09-20,quantile,wk inc covid hosp
49,0,0.01,2.5572404343604247,2025-09-20,2025-09-20,quantile,wk inc covid hosp
50,0,0.01,1.0762862600102145,2025-09-20,2025-09-20,quantile,wk inc covid hosp
51,0,0.01,114.75319268053696,2025-09-20,2025-09-20,quantile,wk inc covid hosp
53,0,0.01,125.4009542804018,2025-09-20,2025-09-20,quantile,wk inc covid hosp
54,0,0.01,37.54158550246471,2025-09-20,2025-09-20,quantile,wk inc covid hosp
55,0,0.01,82.18539134179237,2025-09-20,2025-09-20,quantile,wk inc covid hosp
56,0,0.01,0.0,2025-09-20,2025-09-20,quantile,wk inc covid hosp
72,0,0.01,62.623540637678786,2025-09-20,2025-09-20,quantile,wk inc covid hosp
US,0,0.01,7057.6203846873605,2025-09-20,2025-09-20,quantile,wk inc covid hosp
01,0,0.025,126.85609791767342,2025-09-20,2025-09-20,quantile,wk inc covid hosp
02,0,0.025,7.625477020464292,2025-09-20,2025-09-20,quantile,wk inc covid hosp
04,0,0.025,68.88319356617383,2025-09-20,2025-09-20,quantile,wk inc covid hosp
05,0,0.025,43.554795423909525,2025-09-20,2025-09-20,quantile,wk inc covid hosp
06,0,0.025,1138.880819558449,2025-09-20,2025-09-20,quantile,wk inc covid hosp
08,0,0.025,58.63930455992566,2025-09-20,2025-09-20,quantile,wk inc covid hosp
09,0,0.025,20.495863018645764,2025-09-20,2025-09-20,quantile,wk inc covid hosp
10,0,0.025,9.176929337916304,2025-09-20,2025-09-20,quantile,wk inc covid hosp
11,0,0.025,11.308685073118275,2025-09-20,2025-09-20,quantile,wk inc covid hosp
12,0,0.025,623.0691949704762,2025-09-20,2025-09-20,quantile,wk inc covid hosp
13,0,0.025,148.06137425392862,2025-09-20,2025-09-20,quantile,wk inc covid hosp
15,0,0.025,29.38708797806324,2025-09-20,2025-09-20,quantile,wk inc covid hosp
16,0,0.025,12.290063481314906,2025-09-20,2025-09-20,quantile,wk inc covid hosp
17,0,0.025,205.52027190138875,2025-09-20,2025-09-20,quantile,wk inc covid hosp
18,0,0.025,78.72823909554947,2025-09-20,2025-09-20,quantile,wk inc covid hosp
19,0,0.025,38.09601851223569,2025-09-20,2025-09-20,quantile,wk inc covid hosp
20,0,0.025,31.960900112478672,2025-09-20,2025-09-20,quantile,wk inc covid hosp
21,0,0.025,64.99660591289236,2025-09-20,2025-09-20,quantile,wk inc covid hosp
22,0,0.025,117.30665498511038,2025-09-20,2025-09-20,quantile,wk inc covid hosp
