location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,118.98230562012215,2025-03-08,2025-03-08,quantile,wk inc covid hosp
02,0,0.01,5.419870082269565,2025-03-08,2025-03-08,quantile,wk inc covid hosp
04,0,0.01,146.0637941978221,2025-03-08,2025-03-08,quantile,wk inc covid hosp
05,0,0.01,47.68615450944826,2025-03-08,2025-03-08,quantile,wk inc covid hosp
06,0,0.01,396.8811872421126,2025-03-08,2025-03-08,quantile,wk inc covid hosp
08,0,0.01,36.728006271445004,2025-03-08,2025-03-08,quantile,wk inc covid hosp
09,0,0.01,44.63627492906349,2025-03-08,2025-03-08,quantile,wk inc covid hosp
10,0,0.01,7.286695390737843,2025-03-08,2025-03-08,quantile,wk inc covid hosp
11,0,0.01,8.685828919595634,2025-03-08,2025-03-08,quantile,wk inc covid hosp
12,0,0.01,146.2339236340639,2025-03-08,2025-03-08,quantile,wk inc covid hosp
13,0,0.01,142.49069038064016,2025-03-08,2025-03-08,quantile,wk inc covid hosp
15,0,0.01,4.5342320648370285,2025-03-08,2025-03-08,quantile,wk inc covid hosp
16,0,0.01,13.940244588296355,2025-03-08,2025-03-08,quantile,wk inc covid hosp
17,0,0.01,276.2828228442137,2025-03-08,2025-03-08,quantile,wk inc covid hosp
18,0,0.01,157.8991791244154,2025-03-08,2025-03-08,quantile,wk inc covid hosp
19,0,0.01,28.0558304666245,2025-03-08,2025-03-08,quantile,wk inc covid hosp
20,0,0.01,52.693174308745654,2025-03-08,2025-03-08,quantile,wk inc covid hosp
21,0,0.01,93.83395548060513,2025-03-08,2025-03-08,quantile,wk inc covid hosp
22,0,0.01,86.38155697275243,2025-03-08,2025-03-08,quantile,wk inc covid hosp
23,0,0.01,0.7186598119149623,2025-03-08,2025-03-08,quantile,wk inc covid hosp
24,0,0.01,87.9110046318491,2025-03-08,2025-03-08,quantile,wk inc covid hosp
25,0,0.01,136.20698208922627,2025-03-08,2025-03-08,quantile,wk inc covid hosp
26,0,0.01,163.9786084459431,2025-03-08,2025-03-08,quantile,wk inc covid hosp
27,0,0.01,52.81828398127981,2025-03-08,2025-03-08,quantile,wk inc covid hosp
28,0,0.01,31.76947241209546,2025-03-08,2025-03-08,quantile,wk inc covid hosp
29,0,0.01,98.031980636076,2025-03-08,2025-03-08,quantile,wk inc covid hosp
30,0,0.01,4.251881305494497,2025-03-08,2025-03-08,quantile,wk inc covid hosp
31,0,0.01,14.394926514381693,2025-03-08,2025-03-08,quantile,wk inc covid hosp
32,0,0.01,19.291668160075364,2025-03-08,2025-03-08,quantile,wk inc covid hosp
33,0,0.01,15.301836607027855,2025-03-08,2025-03-08,quantile,wk inc covid hosp
34,0,0.01,166.07554684426032,2025-03-08,2025-03-08,quantile,wk inc covid hosp
35,0,0.01,8.006599557599145,2025-03-08,2025-03-08,quantile,wk inc covid hosp
36,0,0.01,452.4525120076822,2025-03-08,2025-03-08,quantile,wk inc covid hosp
37,0,0.01,204.78416073240132,2025-03-08,2025-03-08,quantile,wk inc covid hosp
38,0,0.01,9.532139916394547,2025-03-08,2025-03-08,quantile,wk inc covid hosp
39,0,0.01,249.0882541909141,2025-03-08,2025-03-08,quantile,wk inc covid hosp
40,0,0.01,52.896483813339344,2025-03-08,2025-03-08,quantile,wk inc covid hosp
41,0,0.01,18.636534125068554,2025-03-08,2025-03-08,quantile,wk inc covid hosp
42,0,0.01,486.56317900948295,2025-03-08,2025-03-08,quantile,wk inc covid hosp
44,0,0.01,2.393478809300234,2025-03-08,2025-03-08,quantile,wk inc covid hosp
45,0,0.01,96.08699966479574,2025-03-08,2025-03-08,quantile,wk inc covid hosp
46,0,0.01,3.448648725335091,2025-03-08,2025-03-08,quantile,wk inc covid hosp
47,0,0.01,139.96394658483013,2025-03-08,2025-03-08,quantile,wk inc covid hosp
48,0,0.01,295.73931840703784,2025-03-08,2025-03-08,quantile,wk inc covid hosp
49,0,0.01,21.20426157945901,2025-03-08,2025-03-08,quantile,wk inc covid hosp
50,0,0.01,0.0,2025-03-08,2025-03-08,quantile,wk inc covid hosp
51,0,0.01,153.99195271821304,2025-03-08,2025-03-08,quantile,wk inc covid hosp
53,0,0.01,72.31864003846204,2025-03-08,2025-03-08,quantile,wk inc covid hosp
54,0,0.01,54.64917063638728,2025-03-08,2025-03-08,quantile,wk inc covid hosp
55,0,0.01,81.0619293613058,2025-03-08,2025-03-08,quantile,wk inc covid hosp
56,0,0.01,0.0,2025-03-08,2025-03-08,quantile,wk inc covid hosp
72,0,0.01,4.485056730928171,2025-03-08,2025-03-08,quantile,wk inc covid hosp
US,0,0.01,6454.134782843648,2025-03-08,2025-03-08,quantile,wk inc covid hosp
01,0,0.025,129.9573480725112,2025-03-08,2025-03-08,quantile,wk inc covid hosp
02,0,0.025,6.731621310877727,2025-03-08,2025-03-08,quantile,wk inc covid hosp
04,0,0.025,158.67838947425355,2025-03-08,2025-03-08,quantile,wk inc covid hosp
05,0,0.025,54.67571652961935,2025-03-08,2025-03-08,quantile,wk inc covid hosp
06,0,0.025,425.77379233214043,2025-03-08,2025-03-08,quantile,wk inc covid hosp
08,0,0.025,41.52755151433269,2025-03-08,2025-03-08,quantile,wk inc covid hosp
09,0,0.025,53.868973898376396,2025-03-08,2025-03-08,quantile,wk inc covid hosp
10,0,0.025,9.574102517025603,2025-03-08,2025-03-08,quantile,wk inc covid hosp
11,0,0.025,11.111863640882213,2025-03-08,2025-03-08,quantile,wk inc covid hosp
12,0,0.025,174.26774440312124,2025-03-08,2025-03-08,quantile,wk inc covid hosp
13,0,0.025,151.3961839077317,2025-03-08,2025-03-08,quantile,wk inc covid hosp
15,0,0.025,5.9090858247975495,2025-03-08,2025-03-08,quantile,wk inc covid hosp
16,0,0.025,15.783269050927132,2025-03-08,2025-03-08,quantile,wk inc covid hosp
17,0,0.025,290.83332300824844,2025-03-08,2025-03-08,quantile,wk inc covid hosp
18,0,0.025,170.00929489455268,2025-03-08,2025-03-08,quantile,wk inc covid hosp
19,0,0.025,33.59370825590388,2025-03-08,2025-03-08,quantile,wk inc covid hosp
20,0,0.025,57.913763146389286,2025-03-08,2025-03-08,quantile,wk inc covid hosp
21,0,0.025,108.88107085241428,2025-03-08,2025-03-08,quantile,wk inc covid hosp
22,0,0.025,96.57693499594473,2025-03-08,2025-03-08,quantile,wk inc covid hosp
23,0,0.025,1.415043413585552,2025-03-08,2025-03-08,quantile,wk inc covid hosp
24,0,0.025,94.79479922929781,2025-03-08,2025-03-08,quantile,wk inc covid hosp
25,0,0.025,147.91816880582655,2025-03-08,2025-03-08,quantile,wk inc covid hosp
26,0,0.025,184.7220732432956,2025-03-08,2025-03-08,quantile,wk inc covid hosp
27,0,0.025,57.98821450787817,2025-03-08,2025-03-08,quantile,wk inc covid hosp
28,0,0.025,37.15109297616796,2025-03-08,2025-03-08,quantile,wk inc covid hosp
29,0,0.025,108.56145370523782,2025-03-08,2025-03-08,quantile,wk inc covid hosp
30,0,0.025,5.903218745523017,2025-03-08,2025-03-08,quantile,wk inc covid hosp
31,0,0.025,17.07904293220582,2025-03-08,2025-03-08,quantile,wk inc covid hosp
32,0,0.025,22.81440043055595,2025-03-08,2025-03-08,quantile,wk inc covid hosp
33,0,0.025,17.20154465597523,2025-03-08,2025-03-08,quantile,wk inc covid hosp
34,0,0.025,182.72566114506571,2025-03-08,2025-03-08,quantile,wk inc covid hosp
35,0,0.025,10.68178721361531,2025-03-08,2025-03-08,quantile,wk inc covid hosp
36,0,0.025,479.61631870718196,2025-03-08,2025-03-08,quantile,wk inc covid hosp
37,0,0.025,219.68809116499781,2025-03-08,2025-03-08,quantile,wk inc covid hosp
38,0,0.025,10.910694283024435,2025-03-08,2025-03-08,quantile,wk inc covid hosp
39,0,0.025,264.8541234952535,2025-03-08,2025-03-08,quantile,wk inc covid hosp
40,0,0.025,59.144728481017026,2025-03-08,2025-03-08,quantile,wk inc covid hosp
41,0,0.025,22.43345962227553,2025-03-08,2025-03-08,quantile,wk inc covid hosp
42,0,0.025,538.5851962527781,2025-03-08,2025-03-08,quantile,wk inc covid hosp
44,0,0.025,3.9096669521202934,2025-03-08,2025-03-08,quantile,wk inc covid hosp
45,0,0.025,105.40307744717808,2025-03-08,2025-03-08,quantile,wk inc covid hosp
46,0,0.025,4.599169313200793,2025-03-08,2025-03-08,quantile,wk inc covid hosp
47,0,0.025,154.56776838975125,2025-03-08,2025-03-08,quantile,wk inc covid hosp
48,0,0.025,328.39914794588776,2025-03-08,2025-03-08,quantile,wk inc covid hosp
49,0,0.025,25.66294917264576,2025-03-08,2025-03-08,quantile,wk inc covid hosp
50,0,0.025,0.37610922294903093,2025-03-08,2025-03-08,quantile,wk inc covid hosp
51,0,0.025,167.62105264429326,2025-03-08,2025-03-08,quantile,wk inc covid hosp
53,0,0.025,78.50887349317046,2025-03-08,2025-03-08,quantile,wk inc covid hosp
54,0,0.025,61.26904229335333,2025-03-08,2025-03-08,quantile,wk inc covid hosp
55,0,0.025,90.80444884025187,2025-03-08,2025-03-08,quantile,wk inc covid hosp
56,0,0.025,0.0,2025-03-08,2025-03-08,quantile,wk inc covid hosp
72,0,0.025,8.637201815807265,2025-03-08,2025-03-08,quantile,wk inc covid hosp
US,0,0.025,6869.305409869612,2025-03-08,2025-03-08,quantile,wk inc covid hosp
01,0,0.05,139.77936639542173,2025-03-08,2025-03-08,quantile,wk inc covid hosp
02,0,0.05,8.22007551259709,2025-03-08,2025-03-08,quantile,wk inc covid hosp
04,0,0.05,171.3922768272768,2025-03-08,2025-03-08,quantile,wk inc covid hosp
05,0,0.05,60.421755951165885,2025-03-08,2025-03-08,quantile,wk inc covid hosp
06,0,0.05,454.38896525124306,2025-03-08,2025-03-08,quantile,wk inc covid hosp
08,0,0.05,47.52365909163837,2025-03-08,2025-03-08,quantile,wk inc covid hosp
09,0,0.05,62.74943845901267,2025-03-08,2025-03-08,quantile,wk inc covid hosp
10,0,0.05,11.285532111433268,2025-03-08,2025-03-08,quantile,wk inc covid hosp
11,0,0.05,13.251491482526106,2025-03-08,2025-03-08,quantile,wk inc covid hosp
12,0,0.05,204.2629560040921,2025-03-08,2025-03-08,quantile,wk inc covid hosp
13,0,0.05,164.1560917330362,2025-03-08,2025-03-08,quantile,wk inc covid hosp
15,0,0.05,7.394338998970632,2025-03-08,2025-03-08,quantile,wk inc covid hosp
