location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,57.634828738670976,2026-03-07,2026-03-07,quantile,wk inc covid hosp
02,0,0.01,0.8094991359428007,2026-03-07,2026-03-07,quantile,wk inc covid hosp
04,0,0.01,30.07514410772063,2026-03-07,2026-03-07,quantile,wk inc covid hosp
05,0,0.01,13.43550600257696,2026-03-07,2026-03-07,quantile,wk inc covid hosp
06,0,0.01,113.08104107331164,2026-03-07,2026-03-07,quantile,wk inc covid hosp
08,0,0.01,40.62548591970452,2026-03-07,2026-03-07,quantile,wk inc covid hosp
09,0,0.01,16.876576617614443,2026-03-07,2026-03-07,quantile,wk inc covid hosp
10,0,0.01,6.506494812643077,2026-03-07,2026-03-07,quantile,wk inc covid hosp
11,0,0.01,2.9254589255951964,2026-03-07,2026-03-07,quantile,wk inc covid hosp
12,0,0.01,55.24263856092164,2026-03-07,2026-03-07,quantile,wk inc covid hosp
13,0,0.01,73.86979623460653,2026-03-07,2026-03-07,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-03-07,2026-03-07,quantile,wk inc covid hosp
16,0,0.01,3.2916820418101707,2026-03-07,2026-03-07,quantile,wk inc covid hosp
17,0,0.01,190.2589548177807,2026-03-07,2026-03-07,quantile,wk inc covid hosp
18,0,0.01,114.33914393258713,2026-03-07,2026-03-07,quantile,wk inc covid hosp
19,0,0.01,24.416807339998115,2026-03-07,2026-03-07,quantile,wk inc covid hosp
20,0,0.01,21.994970330091206,2026-03-07,2026-03-07,quantile,wk inc covid hosp
21,0,0.01,40.35369390177496,2026-03-07,2026-03-07,quantile,wk inc covid hosp
22,0,0.01,26.612700772015174,2026-03-07,2026-03-07,quantile,wk inc covid hosp
23,0,0.01,6.26799900089669,2026-03-07,2026-03-07,quantile,wk inc covid hosp
24,0,0.01,33.366654443044744,2026-03-07,2026-03-07,quantile,wk inc covid hosp
25,0,0.01,52.37983977146535,2026-03-07,2026-03-07,quantile,wk inc covid hosp
26,0,0.01,114.4116160263415,2026-03-07,2026-03-07,quantile,wk inc covid hosp
27,0,0.01,54.555254004846,2026-03-07,2026-03-07,quantile,wk inc covid hosp
28,0,0.01,21.551620609194938,2026-03-07,2026-03-07,quantile,wk inc covid hosp
29,0,0.01,53.784911262318616,2026-03-07,2026-03-07,quantile,wk inc covid hosp
30,0,0.01,4.879759730988819,2026-03-07,2026-03-07,quantile,wk inc covid hosp
31,0,0.01,13.068606516467089,2026-03-07,2026-03-07,quantile,wk inc covid hosp
32,0,0.01,4.550580940569701,2026-03-07,2026-03-07,quantile,wk inc covid hosp
33,0,0.01,6.119346510983913,2026-03-07,2026-03-07,quantile,wk inc covid hosp
34,0,0.01,109.08010647872644,2026-03-07,2026-03-07,quantile,wk inc covid hosp
35,0,0.01,12.529930868072835,2026-03-07,2026-03-07,quantile,wk inc covid hosp
36,0,0.01,241.42928349185675,2026-03-07,2026-03-07,quantile,wk inc covid hosp
37,0,0.01,121.97740537639456,2026-03-07,2026-03-07,quantile,wk inc covid hosp
