location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,132.37801493409629,2025-02-15,2025-02-15,quantile,wk inc covid hosp
02,0,0.01,2.176741685286382,2025-02-15,2025-02-15,quantile,wk inc covid hosp
04,0,0.01,38.850635674735706,2025-02-15,2025-02-15,quantile,wk inc covid hosp
05,0,0.01,28.5004330763136,2025-02-15,2025-02-15,quantile,wk inc covid hosp
06,0,0.01,537.9856145618659,2025-02-15,2025-02-15,quantile,wk inc covid hosp
08,0,0.01,44.338186781111496,2025-02-15,2025-02-15,quantile,wk inc covid hosp
09,0,0.01,65.98588136633333,2025-02-15,2025-02-15,quantile,wk inc covid hosp
10,0,0.01,8.219435808876595,2025-02-15,2025-02-15,quantile,wk inc covid hosp
11,0,0.01,6.261442236980932,2025-02-15,2025-02-15,quantile,wk inc covid hosp
12,0,0.01,212.38274124316695,2025-02-15,2025-02-15,quantile,wk inc covid hosp
13,0,0.01,188.16135938943327,2025-02-15,2025-02-15,quantile,wk inc covid hosp
15,0,0.01,1.7630705051296074,2025-02-15,2025-02-15,quantile,wk inc covid hosp
16,0,0.01,10.027080289305383,2025-02-15,2025-02-15,quantile,wk inc covid hosp
17,0,0.01,312.5265380399319,2025-02-15,2025-02-15,quantile,wk inc covid hosp
18,0,0.01,205.89156374983665,2025-02-15,2025-02-15,quantile,wk inc covid hosp
19,0,0.01,48.03767644117239,2025-02-15,2025-02-15,quantile,wk inc covid hosp
20,0,0.01,41.26760725054392,2025-02-15,2025-02-15,quantile,wk inc covid hosp
21,0,0.01,109.05086806440566,2025-02-15,2025-02-15,quantile,wk inc covid hosp
22,0,0.01,95.82382986531465,2025-02-15,2025-02-15,quantile,wk inc covid hosp
23,0,0.01,12.31173867113354,2025-02-15,2025-02-15,quantile,wk inc covid hosp
24,0,0.01,103.45789273111977,2025-02-15,2025-02-15,quantile,wk inc covid hosp
25,0,0.01,151.31429359095156,2025-02-15,2025-02-15,quantile,wk inc covid hosp
26,0,0.01,268.3840101868251,2025-02-15,2025-02-15,quantile,wk inc covid hosp
