location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,146.9713210538093,2025-01-04,2025-01-04,quantile,wk inc covid hosp
02,0,0.01,2.7228233872421446,2025-01-04,2025-01-04,quantile,wk inc covid hosp
04,0,0.01,482.11083961215115,2025-01-04,2025-01-04,quantile,wk inc covid hosp
05,0,0.01,68.74370052607306,2025-01-04,2025-01-04,quantile,wk inc covid hosp
06,0,0.01,592.84821837954,2025-01-04,2025-01-04,quantile,wk inc covid hosp
08,0,0.01,180.00828618553675,2025-01-04,2025-01-04,quantile,wk inc covid hosp
09,0,0.01,72.41635627994022,2025-01-04,2025-01-04,quantile,wk inc covid hosp
10,0,0.01,19.91836631603726,2025-01-04,2025-01-04,quantile,wk inc covid hosp
11,0,0.01,4.375235981605362,2025-01-04,2025-01-04,quantile,wk inc covid hosp
12,0,0.01,140.16599796087777,2025-01-04,2025-01-04,quantile,wk inc covid hosp
13,0,0.01,142.67860707544784,2025-01-04,2025-01-04,quantile,wk inc covid hosp
15,0,0.01,0.0,2025-01-04,2025-01-04,quantile,wk inc covid hosp
16,0,0.01,30.965160486404645,2025-01-04,2025-01-04,quantile,wk inc covid hosp
17,0,0.01,572.971156365531,2025-01-04,2025-01-04,quantile,wk inc covid hosp
18,0,0.01,359.99266681692467,2025-01-04,2025-01-04,quantile,wk inc covid hosp
19,0,0.01,63.98132111887748,2025-01-04,2025-01-04,quantile,wk inc covid hosp
20,0,0.01,102.64186167696411,2025-01-04,2025-01-04,quantile,wk inc covid hosp
21,0,0.01,150.56878155694855,2025-01-04,2025-01-04,quantile,wk inc covid hosp
22,0,0.01,83.61400649236647,2025-01-04,2025-01-04,quantile,wk inc covid hosp
23,0,0.01,20.369928400160326,2025-01-04,2025-01-04,quantile,wk inc covid hosp
24,0,0.01,70.74527281706828,2025-01-04,2025-01-04,quantile,wk inc covid hosp
25,0,0.01,227.02328980964882,2025-01-04,2025-01-04,quantile,wk inc covid hosp
26,0,0.01,389.75201506724596,2025-01-04,2025-01-04,quantile,wk inc covid hosp
27,0,0.01,318.27548074324835,2025-01-04,2025-01-04,quantile,wk inc covid hosp
28,0,0.01,30.51894424067193,2025-01-04,2025-01-04,quantile,wk inc covid hosp
29,0,0.01,246.318170188429,2025-01-04,2025-01-04,quantile,wk inc covid hosp
30,0,0.01,10.261457669504692,2025-01-04,2025-01-04,quantile,wk inc covid hosp
31,0,0.01,47.960416410555446,2025-01-04,2025-01-04,quantile,wk inc covid hosp
32,0,0.01,17.634405705913732,2025-01-04,2025-01-04,quantile,wk inc covid hosp
33,0,0.01,32.689041157351454,2025-01-04,2025-01-04,quantile,wk inc covid hosp
34,0,0.01,231.97170620172724,2025-01-04,2025-01-04,quantile,wk inc covid hosp
35,0,0.01,70.4065621090419,2025-01-04,2025-01-04,quantile,wk inc covid hosp
36,0,0.01,494.4434828391102,2025-01-04,2025-01-04,quantile,wk inc covid hosp
37,0,0.01,219.36406239143162,2025-01-04,2025-01-04,quantile,wk inc covid hosp
38,0,0.01,13.771235460774447,2025-01-04,2025-01-04,quantile,wk inc covid hosp
39,0,0.01,593.7190413907182,2025-01-04,2025-01-04,quantile,wk inc covid hosp
40,0,0.01,126.1871013947799,2025-01-04,2025-01-04,quantile,wk inc covid hosp
