location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,121.87416148919974,2025-03-29,2025-03-29,quantile,wk inc covid hosp
02,0,0.01,0.48614089907447255,2025-03-29,2025-03-29,quantile,wk inc covid hosp
04,0,0.01,81.36833601598573,2025-03-29,2025-03-29,quantile,wk inc covid hosp
05,0,0.01,7.245905593055997,2025-03-29,2025-03-29,quantile,wk inc covid hosp
06,0,0.01,257.17024592460007,2025-03-29,2025-03-29,quantile,wk inc covid hosp
08,0,0.01,28.09014048259108,2025-03-29,2025-03-29,quantile,wk inc covid hosp
09,0,0.01,24.018827422492077,2025-03-29,2025-03-29,quantile,wk inc covid hosp
10,0,0.01,8.608181843372467,2025-03-29,2025-03-29,quantile,wk inc covid hosp
11,0,0.01,3.48799788352546,2025-03-29,2025-03-29,quantile,wk inc covid hosp
12,0,0.01,121.91910915372007,2025-03-29,2025-03-29,quantile,wk inc covid hosp
13,0,0.01,173.46040287538153,2025-03-29,2025-03-29,quantile,wk inc covid hosp
15,0,0.01,3.939945635285596,2025-03-29,2025-03-29,quantile,wk inc covid hosp
16,0,0.01,2.1421242404346463,2025-03-29,2025-03-29,quantile,wk inc covid hosp
17,0,0.01,216.75814495883793,2025-03-29,2025-03-29,quantile,wk inc covid hosp
18,0,0.01,111.5891549353471,2025-03-29,2025-03-29,quantile,wk inc covid hosp
19,0,0.01,12.133192745162791,2025-03-29,2025-03-29,quantile,wk inc covid hosp
20,0,0.01,14.827646552798518,2025-03-29,2025-03-29,quantile,wk inc covid hosp
21,0,0.01,48.70022794813946,2025-03-29,2025-03-29,quantile,wk inc covid hosp
22,0,0.01,98.09647929986997,2025-03-29,2025-03-29,quantile,wk inc covid hosp
23,0,0.01,0.0,2025-03-29,2025-03-29,quantile,wk inc covid hosp
24,0,0.01,79.16117239689343,2025-03-29,2025-03-29,quantile,wk inc covid hosp
25,0,0.01,65.95580489380846,2025-03-29,2025-03-29,quantile,wk inc covid hosp
26,0,0.01,149.56353705741716,2025-03-29,2025-03-29,quantile,wk inc covid hosp
27,0,0.01,35.81104300084258,2025-03-29,2025-03-29,quantile,wk inc covid hosp
28,0,0.01,31.174895319258763,2025-03-29,2025-03-29,quantile,wk inc covid hosp
29,0,0.01,61.93189435220909,2025-03-29,2025-03-29,quantile,wk inc covid hosp
30,0,0.01,4.60149024545236,2025-03-29,2025-03-29,quantile,wk inc covid hosp
31,0,0.01,4.251625179187067,2025-03-29,2025-03-29,quantile,wk inc covid hosp
32,0,0.01,16.94208588283574,2025-03-29,2025-03-29,quantile,wk inc covid hosp
33,0,0.01,7.204822734153343,2025-03-29,2025-03-29,quantile,wk inc covid hosp
34,0,0.01,0.0,2025-03-29,2025-03-29,quantile,wk inc covid hosp
