location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,27.345573422513446,2025-06-21,2025-06-21,quantile,wk inc covid hosp
02,0,0.01,3.550214059546144,2025-06-21,2025-06-21,quantile,wk inc covid hosp
04,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
05,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
06,0,0.01,313.3934247853376,2025-06-21,2025-06-21,quantile,wk inc covid hosp
08,0,0.01,9.309121854556182,2025-06-21,2025-06-21,quantile,wk inc covid hosp
09,0,0.01,1.090177580135089,2025-06-21,2025-06-21,quantile,wk inc covid hosp
10,0,0.01,0.32764965085397424,2025-06-21,2025-06-21,quantile,wk inc covid hosp
11,0,0.01,1.6976974748477138,2025-06-21,2025-06-21,quantile,wk inc covid hosp
12,0,0.01,181.6954705954384,2025-06-21,2025-06-21,quantile,wk inc covid hosp
13,0,0.01,23.93367017901677,2025-06-21,2025-06-21,quantile,wk inc covid hosp
15,0,0.01,7.092195711139584,2025-06-21,2025-06-21,quantile,wk inc covid hosp
16,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
17,0,0.01,43.13401074715619,2025-06-21,2025-06-21,quantile,wk inc covid hosp
18,0,0.01,13.196792261119578,2025-06-21,2025-06-21,quantile,wk inc covid hosp
19,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
20,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
21,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
22,0,0.01,7.298057515125286,2025-06-21,2025-06-21,quantile,wk inc covid hosp
23,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
24,0,0.01,14.407795718508638,2025-06-21,2025-06-21,quantile,wk inc covid hosp
25,0,0.01,57.07575660377785,2025-06-21,2025-06-21,quantile,wk inc covid hosp
26,0,0.01,3.0477575169583666,2025-06-21,2025-06-21,quantile,wk inc covid hosp
27,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
28,0,0.01,1.9688895490441631,2025-06-21,2025-06-21,quantile,wk inc covid hosp
29,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
30,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
31,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
32,0,0.01,10.790339206461706,2025-06-21,2025-06-21,quantile,wk inc covid hosp
33,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
34,0,0.01,40.95324710769829,2025-06-21,2025-06-21,quantile,wk inc covid hosp
35,0,0.01,0.0,2025-06-21,2025-06-21,quantile,wk inc covid hosp
