location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,65.74830172871042,2024-12-21,2024-12-21,quantile,wk inc covid hosp
02,0,0.01,1.1968430938242935,2024-12-21,2024-12-21,quantile,wk inc covid hosp
04,0,0.01,469.14159936304054,2024-12-21,2024-12-21,quantile,wk inc covid hosp
05,0,0.01,17.006515129244825,2024-12-21,2024-12-21,quantile,wk inc covid hosp
06,0,0.01,486.10793657943333,2024-12-21,2024-12-21,quantile,wk inc covid hosp
08,0,0.01,102.9343974621292,2024-12-21,2024-12-21,quantile,wk inc covid hosp
09,0,0.01,39.23754173475588,2024-12-21,2024-12-21,quantile,wk inc covid hosp
10,0,0.01,9.59601305059093,2024-12-21,2024-12-21,quantile,wk inc covid hosp
11,0,0.01,6.47012812158217,2024-12-21,2024-12-21,quantile,wk inc covid hosp
12,0,0.01,79.46920161677383,2024-12-21,2024-12-21,quantile,wk inc covid hosp
13,0,0.01,89.8657019116996,2024-12-21,2024-12-21,quantile,wk inc covid hosp
15,0,0.01,2.0580087466954673,2024-12-21,2024-12-21,quantile,wk inc covid hosp
16,0,0.01,13.54519923957935,2024-12-21,2024-12-21,quantile,wk inc covid hosp
17,0,0.01,295.59813248436984,2024-12-21,2024-12-21,quantile,wk inc covid hosp
18,0,0.01,187.18310189069138,2024-12-21,2024-12-21,quantile,wk inc covid hosp
19,0,0.01,40.11613429057154,2024-12-21,2024-12-21,quantile,wk inc covid hosp
20,0,0.01,40.67839695404607,2024-12-21,2024-12-21,quantile,wk inc covid hosp
21,0,0.01,78.52169526664818,2024-12-21,2024-12-21,quantile,wk inc covid hosp
22,0,0.01,55.446033442461456,2024-12-21,2024-12-21,quantile,wk inc covid hosp
23,0,0.01,15.785619143505464,2024-12-21,2024-12-21,quantile,wk inc covid hosp
24,0,0.01,49.034375499957044,2024-12-21,2024-12-21,quantile,wk inc covid hosp
25,0,0.01,279.69938623904807,2024-12-21,2024-12-21,quantile,wk inc covid hosp
26,0,0.01,368.35901742650674,2024-12-21,2024-12-21,quantile,wk inc covid hosp
27,0,0.01,215.5077927692335,2024-12-21,2024-12-21,quantile,wk inc covid hosp
28,0,0.01,19.304925481387052,2024-12-21,2024-12-21,quantile,wk inc covid hosp
29,0,0.01,108.97390369451867,2024-12-21,2024-12-21,quantile,wk inc covid hosp
30,0,0.01,9.613744616967358,2024-12-21,2024-12-21,quantile,wk inc covid hosp
31,0,0.01,23.474980131760663,2024-12-21,2024-12-21,quantile,wk inc covid hosp
32,0,0.01,19.07796187377343,2024-12-21,2024-12-21,quantile,wk inc covid hosp
33,0,0.01,30.554810411555017,2024-12-21,2024-12-21,quantile,wk inc covid hosp
34,0,0.01,108.35919141645849,2024-12-21,2024-12-21,quantile,wk inc covid hosp
35,0,0.01,59.397650582760654,2024-12-21,2024-12-21,quantile,wk inc covid hosp
36,0,0.01,313.12886349723505,2024-12-21,2024-12-21,quantile,wk inc covid hosp
37,0,0.01,130.87740975697832,2024-12-21,2024-12-21,quantile,wk inc covid hosp
38,0,0.01,0.9731460040127112,2024-12-21,2024-12-21,quantile,wk inc covid hosp
39,0,0.01,338.9922461019233,2024-12-21,2024-12-21,quantile,wk inc covid hosp
40,0,0.01,96.5830216094301,2024-12-21,2024-12-21,quantile,wk inc covid hosp
41,0,0.01,33.959638938046254,2024-12-21,2024-12-21,quantile,wk inc covid hosp
42,0,0.01,365.23589338024954,2024-12-21,2024-12-21,quantile,wk inc covid hosp
44,0,0.01,15.95342103937028,2024-12-21,2024-12-21,quantile,wk inc covid hosp
45,0,0.01,27.204389379770788,2024-12-21,2024-12-21,quantile,wk inc covid hosp
46,0,0.01,18.672756803088273,2024-12-21,2024-12-21,quantile,wk inc covid hosp
47,0,0.01,99.43878210371369,2024-12-21,2024-12-21,quantile,wk inc covid hosp
48,0,0.01,126.17498726850523,2024-12-21,2024-12-21,quantile,wk inc covid hosp
49,0,0.01,24.07286151583245,2024-12-21,2024-12-21,quantile,wk inc covid hosp
50,0,0.01,3.9794794528482895,2024-12-21,2024-12-21,quantile,wk inc covid hosp
51,0,0.01,96.92828834633795,2024-12-21,2024-12-21,quantile,wk inc covid hosp
53,0,0.01,37.372757688409656,2024-12-21,2024-12-21,quantile,wk inc covid hosp
54,0,0.01,87.92456478602622,2024-12-21,2024-12-21,quantile,wk inc covid hosp
55,0,0.01,121.79769923113393,2024-12-21,2024-12-21,quantile,wk inc covid hosp
56,0,0.01,18.73337821319495,2024-12-21,2024-12-21,quantile,wk inc covid hosp
72,0,0.01,46.54163656373646,2024-12-21,2024-12-21,quantile,wk inc covid hosp
US,0,0.01,7041.767968367562,2024-12-21,2024-12-21,quantile,wk inc covid hosp
01,0,0.025,71.32868213139992,2024-12-21,2024-12-21,quantile,wk inc covid hosp
02,0,0.025,1.8595978301118337,2024-12-21,2024-12-21,quantile,wk inc covid hosp
04,0,0.025,501.3033647313983,2024-12-21,2024-12-21,quantile,wk inc covid hosp
05,0,0.025,21.346431251729513,2024-12-21,2024-12-21,quantile,wk inc covid hosp
06,0,0.025,528.6600109922555,2024-12-21,2024-12-21,quantile,wk inc covid hosp
08,0,0.025,112.71622549341949,2024-12-21,2024-12-21,quantile,wk inc covid hosp
09,0,0.025,45.89433923383885,2024-12-21,2024-12-21,quantile,wk inc covid hosp
10,0,0.025,11.208942940242315,2024-12-21,2024-12-21,quantile,wk inc covid hosp
11,0,0.025,9.199695564207012,2024-12-21,2024-12-21,quantile,wk inc covid hosp
12,0,0.025,104.46328525610974,2024-12-21,2024-12-21,quantile,wk inc covid hosp
13,0,0.025,99.46625418142317,2024-12-21,2024-12-21,quantile,wk inc covid hosp
15,0,0.025,3.2363702370705867,2024-12-21,2024-12-21,quantile,wk inc covid hosp
16,0,0.025,15.254997381424666,2024-12-21,2024-12-21,quantile,wk inc covid hosp
17,0,0.025,314.755489066358,2024-12-21,2024-12-21,quantile,wk inc covid hosp
18,0,0.025,210.23981224653954,2024-12-21,2024-12-21,quantile,wk inc covid hosp
19,0,0.025,44.14981882160163,2024-12-21,2024-12-21,quantile,wk inc covid hosp
20,0,0.025,46.54847545101128,2024-12-21,2024-12-21,quantile,wk inc covid hosp
21,0,0.025,87.93722463223573,2024-12-21,2024-12-21,quantile,wk inc covid hosp
22,0,0.025,62.73498121459429,2024-12-21,2024-12-21,quantile,wk inc covid hosp
23,0,0.025,18.50873741866187,2024-12-21,2024-12-21,quantile,wk inc covid hosp
24,0,0.025,52.90172490090945,2024-12-21,2024-12-21,quantile,wk inc covid hosp
25,0,0.025,301.7271910685337,2024-12-21,2024-12-21,quantile,wk inc covid hosp
26,0,0.025,409.58377454237564,2024-12-21,2024-12-21,quantile,wk inc covid hosp
27,0,0.025,234.60997966556462,2024-12-21,2024-12-21,quantile,wk inc covid hosp
28,0,0.025,21.962175985745205,2024-12-21,2024-12-21,quantile,wk inc covid hosp
29,0,0.025,117.45128162971605,2024-12-21,2024-12-21,quantile,wk inc covid hosp
30,0,0.025,11.306035823768301,2024-12-21,2024-12-21,quantile,wk inc covid hosp
31,0,0.025,27.589623193719163,2024-12-21,2024-12-21,quantile,wk inc covid hosp
32,0,0.025,22.09471987624352,2024-12-21,2024-12-21,quantile,wk inc covid hosp
33,0,0.025,36.01473400125068,2024-12-21,2024-12-21,quantile,wk inc covid hosp
34,0,0.025,127.53340278059322,2024-12-21,2024-12-21,quantile,wk inc covid hosp
35,0,0.025,67.37744162751038,2024-12-21,2024-12-21,quantile,wk inc covid hosp
36,0,0.025,333.27249863664264,2024-12-21,2024-12-21,quantile,wk inc covid hosp
37,0,0.025,142.12729233856436,2024-12-21,2024-12-21,quantile,wk inc covid hosp
38,0,0.025,1.8905803467709525,2024-12-21,2024-12-21,quantile,wk inc covid hosp
39,0,0.025,355.5485348221468,2024-12-21,2024-12-21,quantile,wk inc covid hosp
40,0,0.025,105.71303129259088,2024-12-21,2024-12-21,quantile,wk inc covid hosp
41,0,0.025,37.787673292603536,2024-12-21,2024-12-21,quantile,wk inc covid hosp
42,0,0.025,396.4783866190683,2024-12-21,2024-12-21,quantile,wk inc covid hosp
44,0,0.025,18.76509039208083,2024-12-21,2024-12-21,quantile,wk inc covid hosp
45,0,0.025,31.444842713156532,2024-12-21,2024-12-21,quantile,wk inc covid hosp
46,0,0.025,22.175332665758884,2024-12-21,2024-12-21,quantile,wk inc covid hosp
47,0,0.025,112.00168609670366,2024-12-21,2024-12-21,quantile,wk inc covid hosp
