location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-01-11,2025-01-11,CFA_Pyrenew-Pyrenew_H_COVID,15419.475,19613.25,21770.5,23999.75,31125.64999999999,15419,19613,21770,24000,31126,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-01-08,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-01-11,2025-01-18,CFA_Pyrenew-Pyrenew_H_COVID,13810.025,20805.75,25783,31422.500000000004,51082.324999999946,13810,20806,25783,31423,51082,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-01-08,Pyrenew_Hospital_Admissions_COVID
US,US,0,2025-01-11,2025-01-11,CEPH-Rtrend_covid,13112,16939,19477,22366,28402,13112,16939,19477,22366,28402,CEPH Lab at Indiana University,2025-01-08,Rtrend COVID
US,US,1,2025-01-11,2025-01-18,CEPH-Rtrend_covid,11069,17323,22110,28097,42354,11069,17323,22110,28097,42354,CEPH Lab at Indiana University,2025-01-08,Rtrend COVID
US,US,2,2025-01-11,2025-01-25,CEPH-Rtrend_covid,9187,17070,23890,33094,57015,9187,17070,23890,33094,57015,CEPH Lab at Indiana University,2025-01-08,Rtrend COVID
US,US,0,2025-01-11,2025-01-11,CMU-TimeSeries,12706.48622709403,18131.26569456275,20385.34507758008,23361.46480012342,31072.172985488247,12706,18131,20385,23361,31072,Carnegie Mellon Delphi Group,2025-01-08,AR ensemble with auxiliary data
US,US,1,2025-01-11,2025-01-18,CMU-TimeSeries,12714.744728687321,19930.026370409912,22923.08216218753,26691.054395138082,36313.78565843096,12715,19930,22923,26691,36314,Carnegie Mellon Delphi Group,2025-01-08,AR ensemble with auxiliary data
US,US,2,2025-01-11,2025-01-25,CMU-TimeSeries,12743.817076016127,21729.220133322244,25335.12284558315,29501.589343844593,40573.34990631145,12744,21729,25335,29502,40573,Carnegie Mellon Delphi Group,2025-01-08,AR ensemble with auxiliary data
US,US,0,2025-01-11,2025-01-11,CovidHub-baseline,14191,16943.5,17721,18498.5,21251,14191,16944,17721,18498,21251,CovidHub-hub-models,2025-01-08,CovidHub baseline model
US,US,1,2025-01-11,2025-01-18,CovidHub-baseline,13207.486267362674,16488.32499324993,17721,18945.989942399425,22249.06207812078,13207,16488,17721,18946,22249,CovidHub-hub-models,2025-01-08,CovidHub baseline model
US,US,2,2025-01-11,2025-01-25,CovidHub-baseline,12008.59037365374,15897.303970539704,17721,19521.47958479585,23462.00193651936,12009,15897,17721,19521,23462,CovidHub-hub-models,2025-01-08,CovidHub baseline model
US,US,0,2025-01-11,2025-01-11,CovidHub-ensemble,11385.6225553795,15870.6659799805,17398.4665980328,19387.0721773,24114.3302496637,11386,15871,17398,19387,24114,CovidHub,2025-01-08,Ensemble model using CovidHub submissions
US,US,1,2025-01-11,2025-01-18,CovidHub-ensemble,11069,17323,19368.6235698464,21272,29638.48828125,11069,17323,19369,21272,29638,CovidHub,2025-01-08,Ensemble model using CovidHub submissions
US,US,2,2025-01-11,2025-01-25,CovidHub-ensemble,9852,16644.4769148627,20380.9629289949,24123.2592561539,32477.6669812353,9852,16644,20381,24123,32478,CovidHub,2025-01-08,Ensemble model using CovidHub submissions
US,US,1,2025-01-11,2025-01-18,Metaculus-cp,7236.547110884063,12362.462658859333,15031.843285913916,18309.63457833377,32654.841636690886,7237,12362,15032,18310,32655,Metaculus,2025-01-08,Metaculus Community Prediction
US,US,0,2025-01-11,2025-01-11,MOBS-GLEAM_COVID,7477,12189,15317,18929,27255,7477,12189,15317,18929,27255,MOBS Lab at Northeastern University,2025-01-08,GLEAM COVID-19 Forecasting Model
US,US,1,2025-01-11,2025-01-18,MOBS-GLEAM_COVID,8416,13710,17220,21272,30613,8416,13710,17220,21272,30613,MOBS Lab at Northeastern University,2025-01-08,GLEAM COVID-19 Forecasting Model
US,US,2,2025-01-11,2025-01-25,MOBS-GLEAM_COVID,9949,16176,20295,25074,36062,9949,16176,20295,25074,36062,MOBS Lab at Northeastern University,2025-01-08,GLEAM COVID-19 Forecasting Model
US,US,0,2025-01-11,2025-01-11,NEU_ISI-AdaptiveEnsemble,7805,11438,14502,16943,20803,7805,11438,14502,16943,20803,MOBS Lab at Northeastern University and ISI Foundation,2025-01-08,Adaptive Ensemble
US,US,1,2025-01-11,2025-01-18,NEU_ISI-AdaptiveEnsemble,7911,12748,14814,17546,22309,7911,12748,14814,17546,22309,MOBS Lab at Northeastern University and ISI Foundation,2025-01-08,Adaptive Ensemble
US,US,2,2025-01-11,2025-01-25,NEU_ISI-AdaptiveEnsemble,9755,13937,16377,19497,24542,9755,13937,16377,19497,24542,MOBS Lab at Northeastern University and ISI Foundation,2025-01-08,Adaptive Ensemble
US,US,0,2025-01-11,2025-01-11,OHT_JHU-nbxd,9539,12047.05,13525.58,15120.51,18493.96,9539,12047,13526,15121,18494,One Health Trust and Johns Hopkins University,2025-01-08,NBEATS exogenous covariate decoder
US,US,1,2025-01-11,2025-01-18,OHT_JHU-nbxd,7992.52,10890.06,12662.64,14618.14,18874.61,7993,10890,12663,14618,18875,One Health Trust and Johns Hopkins University,2025-01-08,NBEATS exogenous covariate decoder
US,US,2,2025-01-11,2025-01-25,OHT_JHU-nbxd,6627.2,9658.87,11574.8,13729.3,18531.62,6627,9659,11575,13729,18532,One Health Trust and Johns Hopkins University,2025-01-08,NBEATS exogenous covariate decoder
US,US,0,2025-01-11,2025-01-11,UM-DeepOutbreak,10689.427734375,14802.331959960937,16385.3916015625,17752.82038378906,21865.724609375,10689,14802,16385,17753,21866,"University of Michigan, Computer Science and Engineering",2025-01-08,DeepOutbreak
US,US,1,2025-01-11,2025-01-18,UM-DeepOutbreak,12082.3828125,18984.277801513672,20914.3291015625,22736.593292236328,29638.48828125,12082,18984,20914,22737,29638,"University of Michigan, Computer Science and Engineering",2025-01-08,DeepOutbreak
US,US,2,2025-01-11,2025-01-25,UM-DeepOutbreak,9443.21875,19363.46186621094,23641.65234375,25456.03422753906,35376.27734375,9443,19363,23642,25456,35376,"University of Michigan, Computer Science and Engineering",2025-01-08,DeepOutbreak
US,US,0,2025-01-11,2025-01-11,UMass-ar6_pooled,14724.381887504765,17113.53843282194,18411.541594503047,19845.144354600066,22787.325387304096,14724,17114,18412,19845,22787,UMass-Amherst,2025-01-08,AR(6) model with pooling
US,US,1,2025-01-11,2025-01-18,UMass-ar6_pooled,14380.98247569858,17649.513932866066,19630.416236192512,21862.1555849651,26165.184126564654,14381,17650,19630,21862,26165,UMass-Amherst,2025-01-08,AR(6) model with pooling
US,US,2,2025-01-11,2025-01-25,UMass-ar6_pooled,13750.995410224146,18006.03108040892,20466.92585798973,23172.51851230771,29316.658522701415,13751,18006,20467,23173,29317,UMass-Amherst,2025-01-08,AR(6) model with pooling
US,US,0,2025-01-11,2025-01-11,UMass-gbqr,12081.817376383962,17945.50273401045,19144.307715484287,20801.855954848663,25441.335112023207,12082,17946,19144,20802,25441,UMass-Amherst,2025-01-08,gradient boosting quantile regression
US,US,1,2025-01-11,2025-01-18,UMass-gbqr,11402.686133326177,17626.132122403535,19368.623569846404,21170.96656232811,27983.066262675882,11403,17626,19369,21171,27983,UMass-Amherst,2025-01-08,gradient boosting quantile regression
US,US,2,2025-01-11,2025-01-25,UMass-gbqr,10636.638415393261,16218.95382972535,18717.12125984153,19999.031523605096,29579.05661872051,10637,16219,18717,19999,29579,UMass-Amherst,2025-01-08,gradient boosting quantile regression
Alabama,AL,0,2025-01-11,2025-01-11,CEPH-Rtrend_covid,164,215,248,286,366,164,215,248,286,366,CEPH Lab at Indiana University,2025-01-08,Rtrend COVID
Alabama,AL,1,2025-01-11,2025-01-18,CEPH-Rtrend_covid,130,213,276,357,553,130,213,276,357,553,CEPH Lab at Indiana University,2025-01-08,Rtrend COVID
Alabama,AL,2,2025-01-11,2025-01-25,CEPH-Rtrend_covid,101,207,301,433,797,101,207,301,433,797,CEPH Lab at Indiana University,2025-01-08,Rtrend COVID
