target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-01-03,107.20035,0.01,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,100.02135,0.01,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,87.575178,0.01,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,74.055287,0.01,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,50.957592,0.01,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,114.55424,0.025,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,109.48385,0.025,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,99.117337,0.025,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,85.825183,0.025,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,73.867859,0.025,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,119.53222,0.05,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,119.29265,0.05,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,112.74225,0.05,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,102.67066,0.05,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,93.849447,0.05,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,125.191,0.1,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,130.84925,0.1,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,129.09629,0.1,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,123.05907,0.1,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,116.29771,0.1,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,129.16448,0.15,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,137.99892,0.15,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,139.13759,0.15,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,138.66648,0.15,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,134.41508,0.15,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,132.99065,0.2,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,143.95681,0.2,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,148.90452,0.2,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,150.95039,0.2,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,149.28945,0.2,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,135.51996,0.25,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,148.60768,0.25,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,156.68619,0.25,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,162.498,0.25,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,162.28652,0.25,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,138.20743,0.3,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,154.03466,0.3,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,162.99842,0.3,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,172.27769,0.3,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,173.38159,0.3,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,140.51839,0.35,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,158.807,0.35,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,171.0166,0.35,1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-24,179.5506,0.35,2,quantile,2026-01-10,01,wk inc covid hosp
2026-01-31,185.14536,0.35,3,quantile,2026-01-10,01,wk inc covid hosp
2026-01-03,142.6237,0.4,-1,quantile,2026-01-10,01,wk inc covid hosp
2026-01-10,163.09448,0.4,0,quantile,2026-01-10,01,wk inc covid hosp
2026-01-17,177.37605,0.4,1,quantile,2026-01-10,01,wk inc covid hosp
