reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.01,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.025,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.05,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.1,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.15,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.2,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.25,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.3,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.35,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.4,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.45,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.5,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.55,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.6,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.65,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.7,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.75,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.8,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.85,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.9,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.95,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.975,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,01,quantile,0.99,80
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.01,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.025,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.05,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.1,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.15,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.2,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.25,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.3,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.35,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.4,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.45,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.5,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.55,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.6,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.65,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.7,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.75,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.8,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.85,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.9,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.95,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.975,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,02,quantile,0.99,4
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.01,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.025,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.05,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.1,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.15,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.2,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.25,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.3,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.35,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.4,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.45,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.5,664
2024-11-23,-1,wk inc covid hosp,2024-11-16,04,quantile,0.55,664
