location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
US,US,0,2025-01-18,2025-01-18,CEPH-Rtrend_covid,9706,12994,15222,17757,23142,9706,12994,15222,17757,23142,CEPH Lab at Indiana University,2025-01-15,Rtrend COVID
US,US,1,2025-01-18,2025-01-25,CEPH-Rtrend_covid,6217,10414,13720,17899,28026,6217,10414,13720,17899,28026,CEPH Lab at Indiana University,2025-01-15,Rtrend COVID
US,US,2,2025-01-18,2025-02-01,CEPH-Rtrend_covid,3925,8110,11873,17061,30940,3925,8110,11873,17061,30940,CEPH Lab at Indiana University,2025-01-15,Rtrend COVID
US,US,0,2025-01-18,2025-01-18,CFA_Pyrenew-Pyrenew_H_COVID,7485.5,9979.5,11877,14362.250000000002,21364.39999999999,7486,9980,11877,14362,21364,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-01-15,Pyrenew_Hospital_Admissions_COVID
US,US,1,2025-01-18,2025-01-25,CFA_Pyrenew-Pyrenew_H_COVID,3452.9500000000003,6462.5,9435.5,13828.750000000002,26237.649999999903,3453,6462,9436,13829,26238,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-01-15,Pyrenew_Hospital_Admissions_COVID
US,US,0,2025-01-18,2025-01-18,CMU-TimeSeries,6356.155519853124,12684.606487447641,15409.288786086281,19411.715366041688,28510.929262309408,6356,12685,15409,19412,28511,Carnegie Mellon Delphi Group,2025-01-15,AR ensemble with auxiliary data
US,US,1,2025-01-18,2025-01-25,CMU-TimeSeries,6146.8011837771255,13461.134546116149,16383.90692150973,21681.73151173752,33553.9063579999,6147,13461,16384,21682,33554,Carnegie Mellon Delphi Group,2025-01-15,AR ensemble with auxiliary data
US,US,2,2025-01-18,2025-02-01,CMU-TimeSeries,6262.3707816030455,13949.7046362311,17322.326418527846,23060.564711721447,34911.07845689917,6262,13950,17322,23061,34911,Carnegie Mellon Delphi Group,2025-01-15,AR ensemble with auxiliary data
US,US,0,2025-01-18,2025-01-18,CovidHub-baseline,10165.05,13450.75,14397,15343.25,18628.949999999997,10165,13451,14397,15343,18629,CovidHub-hub-models,2025-01-15,CovidHub baseline model
US,US,1,2025-01-18,2025-01-25,CovidHub-baseline,8565.446922719228,12537.388873888742,14397,16287.57452074521,19987.407128071267,8565,12537,14397,16288,19987,CovidHub-hub-models,2025-01-15,CovidHub baseline model
US,US,2,2025-01-18,2025-02-01,CovidHub-baseline,6701.26744267443,11789.773537735378,14397,16988.73572485725,22057.755214802146,6701,11790,14397,16989,22058,CovidHub-hub-models,2025-01-15,CovidHub baseline model
US,US,0,2025-01-18,2025-01-18,CovidHub-ensemble,9706,12994,15031.8432859139,17757,21652,9706,12994,15032,17757,21652,CovidHub,2025-01-15,Ensemble model using CovidHub submissions
US,US,1,2025-01-18,2025-01-25,CovidHub-ensemble,8880.63984761465,13077.3653608025,15518.1989124315,18171.5,25371.2260742188,8881,13077,15518,18172,25371,CovidHub,2025-01-15,Ensemble model using CovidHub submissions
US,US,2,2025-01-18,2025-02-01,CovidHub-ensemble,8546.91442079737,12845.3970771484,15367.7260474786,17612.8268620787,27696.7287578696,8547,12845,15368,17613,27697,CovidHub,2025-01-15,Ensemble model using CovidHub submissions
